userId,courseId,designationId,progressStatus,last_updated,modulesCompleted,has_certificate,previous_update
10,380,6,in_progress,2024-10-02 09:14:01.000,1,0,
10,380,6,in_progress,2024-10-06 17:37:40.000,6,0,2024-10-02 09:14:01.000
10,380,6,completed,2024-10-06 22:19:55.000,8,1,2024-10-06 17:37:40.000
11,256,5,in_progress,2024-02-07 22:55:19.000,3,0,
11,256,5,in_progress,2024-07-14 20:19:08.000,23,0,2024-02-07 22:55:19.000
11,256,5,completed,2024-07-20 19:56:10.000,25,1,2024-07-14 20:19:08.000
11,282,5,in_progress,2024-07-27 23:22:47.000,2,0,
11,282,5,in_progress,2024-10-05 15:28:16.000,6,0,2024-07-27 23:22:47.000
11,282,5,in_progress,2024-10-06 17:17:41.000,9,0,2024-10-05 15:28:16.000
11,282,5,in_progress,2024-10-06 18:08:13.000,10,0,2024-10-06 17:17:41.000
11,282,5,completed,2024-10-07 01:40:07.000,13,1,2024-10-06 18:08:13.000
11,362,5,in_progress,2024-01-24 03:54:34.000,10,0,
11,362,5,completed,2024-07-14 01:47:43.000,11,1,2024-01-24 03:54:34.000
12,9,8,in_progress,2024-09-28 09:05:23.000,16,0,
12,9,8,in_progress,2024-10-02 20:55:41.000,24,0,2024-09-28 09:05:23.000
12,9,8,in_progress,2024-10-03 23:25:15.000,26,0,2024-10-02 20:55:41.000
12,9,8,in_progress,2024-10-06 02:32:35.000,28,0,2024-10-03 23:25:15.000
12,9,8,in_progress,2024-10-06 02:44:19.000,29,0,2024-10-06 02:32:35.000
12,197,8,in_progress,2024-07-27 01:21:38.000,6,0,
12,197,8,in_progress,2024-10-02 07:33:20.000,8,0,2024-07-27 01:21:38.000
12,197,8,completed,2024-10-06 04:51:00.000,9,1,2024-10-02 07:33:20.000
12,236,8,in_progress,2024-08-16 12:47:26.000,3,0,
12,236,8,in_progress,2024-09-06 23:11:35.000,5,0,2024-08-16 12:47:26.000
12,236,8,in_progress,2024-09-13 19:06:37.000,21,0,2024-09-06 23:11:35.000
12,236,8,in_progress,2024-09-17 12:05:18.000,26,0,2024-09-13 19:06:37.000
12,236,8,in_progress,2024-09-23 12:22:41.000,27,0,2024-09-17 12:05:18.000
14,255,6,in_progress,2024-01-08 08:28:05.000,13,0,
14,255,6,in_progress,2024-03-30 19:45:27.000,14,0,2024-01-08 08:28:05.000
14,255,6,completed,2024-09-17 04:33:50.000,17,1,2024-03-30 19:45:27.000
14,316,6,completed,2024-01-26 22:11:11.000,6,1,
14,378,6,in_progress,2023-09-01 16:16:46.000,13,0,
14,378,6,in_progress,2024-02-19 21:29:57.000,15,0,2023-09-01 16:16:46.000
14,378,6,completed,2024-05-21 12:43:42.000,16,1,2024-02-19 21:29:57.000
15,282,1,in_progress,2024-05-16 15:59:00.000,7,0,
15,282,1,in_progress,2024-06-19 13:31:49.000,11,0,2024-05-16 15:59:00.000
15,282,1,in_progress,2024-08-11 00:44:46.000,12,0,2024-06-19 13:31:49.000
15,282,1,completed,2024-09-13 12:58:21.000,13,1,2024-08-11 00:44:46.000
16,168,8,in_progress,2024-05-21 22:18:10.000,6,0,
16,168,8,in_progress,2024-08-15 22:26:33.000,15,0,2024-05-21 22:18:10.000
16,168,8,in_progress,2024-09-23 07:42:51.000,16,0,2024-08-15 22:26:33.000
16,168,8,completed,2024-10-01 18:42:17.000,17,1,2024-09-23 07:42:51.000
16,178,8,in_progress,2024-02-28 10:54:43.000,5,0,
16,178,8,in_progress,2024-08-09 15:19:16.000,14,0,2024-02-28 10:54:43.000
16,178,8,in_progress,2024-09-30 07:41:45.000,15,0,2024-08-09 15:19:16.000
16,178,8,completed,2024-10-05 15:27:44.000,17,1,2024-09-30 07:41:45.000
16,228,8,in_progress,2024-09-15 05:27:06.000,8,0,
16,228,8,in_progress,2024-09-17 10:47:08.000,11,0,2024-09-15 05:27:06.000
16,228,8,in_progress,2024-10-07 01:15:48.000,15,0,2024-09-17 10:47:08.000
16,228,8,in_progress,2024-10-07 03:25:49.000,16,0,2024-10-07 01:15:48.000
16,228,8,in_progress,2024-10-07 06:24:09.000,19,0,2024-10-07 03:25:49.000
17,65,5,in_progress,2024-05-19 03:51:14.000,5,0,
17,65,5,completed,2024-06-22 04:39:27.000,6,1,2024-05-19 03:51:14.000
17,75,5,in_progress,2024-03-29 04:56:14.000,20,0,
17,75,5,in_progress,2024-08-08 05:50:00.000,26,0,2024-03-29 04:56:14.000
17,75,5,in_progress,2024-09-19 03:42:36.000,27,0,2024-08-08 05:50:00.000
17,75,5,completed,2024-09-23 01:03:16.000,28,1,2024-09-19 03:42:36.000
17,121,5,in_progress,2024-09-06 14:31:54.000,3,0,
17,121,5,in_progress,2024-09-08 03:16:37.000,4,0,2024-09-06 14:31:54.000
17,121,5,in_progress,2024-10-06 02:59:15.000,10,0,2024-09-08 03:16:37.000
17,121,5,completed,2024-10-06 07:40:40.000,11,1,2024-10-06 02:59:15.000
20,97,5,in_progress,2023-08-15 22:10:39.000,8,0,
20,97,5,in_progress,2024-06-07 11:02:34.000,9,0,2023-08-15 22:10:39.000
20,97,5,completed,2024-07-04 20:33:03.000,15,1,2024-06-07 11:02:34.000
20,309,5,in_progress,2024-07-10 10:43:17.000,1,0,
20,309,5,in_progress,2024-09-14 18:39:57.000,2,0,2024-07-10 10:43:17.000
20,309,5,in_progress,2024-09-26 15:50:52.000,7,0,2024-09-14 18:39:57.000
20,309,5,in_progress,2024-10-05 21:29:40.000,10,0,2024-09-26 15:50:52.000
20,309,5,completed,2024-10-05 22:10:23.000,11,1,2024-10-05 21:29:40.000
22,39,3,in_progress,2024-08-25 07:42:32.000,3,0,
22,39,3,completed,2024-09-23 18:36:23.000,18,1,2024-08-25 07:42:32.000
22,49,3,in_progress,2023-10-16 23:43:26.000,27,0,
22,49,3,in_progress,2023-12-15 20:20:08.000,29,0,2023-10-16 23:43:26.000
22,49,3,completed,2024-06-14 00:23:49.000,30,1,2023-12-15 20:20:08.000
22,285,3,in_progress,2024-03-02 04:04:45.000,1,0,
22,285,3,in_progress,2024-06-06 15:50:48.000,3,0,2024-03-02 04:04:45.000
22,285,3,completed,2024-06-26 14:43:40.000,5,1,2024-06-06 15:50:48.000
23,373,5,in_progress,2024-09-21 11:18:52.000,0,0,
23,373,5,completed,2024-10-07 04:44:49.000,15,1,2024-09-21 11:18:52.000
25,232,2,in_progress,2024-08-31 07:41:21.000,0,0,
25,232,2,in_progress,2024-09-03 00:57:51.000,1,0,2024-08-31 07:41:21.000
25,232,2,in_progress,2024-09-16 13:00:49.000,2,0,2024-09-03 00:57:51.000
25,232,2,in_progress,2024-09-22 14:32:08.000,23,0,2024-09-16 13:00:49.000
25,232,2,completed,2024-09-29 13:04:19.000,24,1,2024-09-22 14:32:08.000
25,349,2,in_progress,2024-05-22 02:26:57.000,2,0,
25,349,2,in_progress,2024-09-03 09:08:42.000,3,0,2024-05-22 02:26:57.000
25,349,2,in_progress,2024-10-01 16:01:09.000,4,0,2024-09-03 09:08:42.000
25,349,2,completed,2024-10-06 15:35:02.000,5,1,2024-10-01 16:01:09.000
26,148,6,in_progress,2023-12-28 09:35:39.000,13,0,
26,148,6,in_progress,2023-12-31 09:15:04.000,19,0,2023-12-28 09:35:39.000
26,148,6,in_progress,2024-06-05 10:03:27.000,20,0,2023-12-31 09:15:04.000
26,148,6,completed,2024-09-02 15:16:12.000,21,1,2024-06-05 10:03:27.000
27,142,7,in_progress,2024-09-17 04:52:40.000,12,0,
27,142,7,in_progress,2024-10-04 18:22:03.000,20,0,2024-09-17 04:52:40.000
27,142,7,in_progress,2024-10-04 23:49:43.000,21,0,2024-10-04 18:22:03.000
27,142,7,completed,2024-10-06 05:58:24.000,23,1,2024-10-04 23:49:43.000
29,145,3,in_progress,2024-08-15 03:07:07.000,17,0,
29,145,3,in_progress,2024-09-25 21:56:23.000,19,0,2024-08-15 03:07:07.000
29,145,3,completed,2024-10-06 03:35:49.000,20,1,2024-09-25 21:56:23.000
30,130,3,in_progress,2024-06-04 15:18:50.000,3,0,
30,130,3,in_progress,2024-08-26 06:25:02.000,7,0,2024-06-04 15:18:50.000
30,130,3,in_progress,2024-09-25 07:00:01.000,8,0,2024-08-26 06:25:02.000
30,130,3,completed,2024-10-01 04:16:06.000,11,1,2024-09-25 07:00:01.000
30,259,3,in_progress,2023-04-14 21:23:18.000,5,0,
30,259,3,in_progress,2024-07-25 07:04:28.000,8,0,2023-04-14 21:23:18.000
30,259,3,in_progress,2024-08-22 04:28:49.000,9,0,2024-07-25 07:04:28.000
30,259,3,completed,2024-09-27 22:12:56.000,10,1,2024-08-22 04:28:49.000
30,366,3,in_progress,2024-07-03 05:25:58.000,8,0,
30,366,3,in_progress,2024-07-05 18:17:50.000,10,0,2024-07-03 05:25:58.000
30,366,3,in_progress,2024-09-02 08:19:04.000,13,0,2024-07-05 18:17:50.000
30,366,3,in_progress,2024-09-21 11:06:24.000,14,0,2024-09-02 08:19:04.000
30,366,3,in_progress,2024-09-26 01:06:52.000,15,0,2024-09-21 11:06:24.000
31,158,8,completed,2024-06-27 01:02:19.000,8,1,
31,288,8,in_progress,2024-08-14 15:22:38.000,16,0,
31,288,8,in_progress,2024-09-19 09:15:03.000,20,0,2024-08-14 15:22:38.000
31,288,8,completed,2024-10-03 17:48:06.000,21,1,2024-09-19 09:15:03.000
32,99,1,in_progress,2024-05-23 20:20:39.000,5,0,
32,99,1,in_progress,2024-07-31 16:13:14.000,6,0,2024-05-23 20:20:39.000
32,99,1,in_progress,2024-08-20 10:41:48.000,8,0,2024-07-31 16:13:14.000
32,99,1,in_progress,2024-09-06 03:11:15.000,9,0,2024-08-20 10:41:48.000
32,99,1,completed,2024-10-06 18:21:22.000,10,1,2024-09-06 03:11:15.000
32,159,1,in_progress,2024-09-22 13:55:05.000,2,0,
32,159,1,in_progress,2024-09-29 13:17:25.000,3,0,2024-09-22 13:55:05.000
32,159,1,in_progress,2024-10-02 15:40:56.000,6,0,2024-09-29 13:17:25.000
32,159,1,in_progress,2024-10-06 20:25:10.000,7,0,2024-10-02 15:40:56.000
32,159,1,completed,2024-10-07 02:31:02.000,9,1,2024-10-06 20:25:10.000
32,205,1,in_progress,2024-06-18 22:07:49.000,11,0,
32,205,1,in_progress,2024-09-30 16:11:05.000,12,0,2024-06-18 22:07:49.000
32,205,1,in_progress,2024-10-02 22:49:17.000,23,0,2024-09-30 16:11:05.000
32,205,1,completed,2024-10-05 23:14:21.000,26,1,2024-10-02 22:49:17.000
33,46,7,in_progress,2024-09-22 18:19:29.000,6,0,
33,46,7,in_progress,2024-09-26 15:27:52.000,7,0,2024-09-22 18:19:29.000
33,46,7,in_progress,2024-10-05 16:13:26.000,8,0,2024-09-26 15:27:52.000
33,46,7,in_progress,2024-10-06 21:36:54.000,9,0,2024-10-05 16:13:26.000
33,46,7,in_progress,2024-10-07 02:43:57.000,10,0,2024-10-06 21:36:54.000
34,233,7,in_progress,2024-09-09 13:18:30.000,15,0,
34,233,7,in_progress,2024-09-22 14:52:32.000,18,0,2024-09-09 13:18:30.000
34,233,7,completed,2024-10-06 02:04:46.000,19,1,2024-09-22 14:52:32.000
34,379,7,in_progress,2023-09-21 06:46:19.000,1,0,
34,379,7,in_progress,2024-03-02 06:50:40.000,9,0,2023-09-21 06:46:19.000
34,379,7,in_progress,2024-08-25 02:32:11.000,16,0,2024-03-02 06:50:40.000
34,379,7,completed,2024-08-26 19:19:13.000,17,1,2024-08-25 02:32:11.000
35,22,3,in_progress,2024-07-12 02:17:26.000,4,0,
35,22,3,in_progress,2024-07-22 20:21:45.000,5,0,2024-07-12 02:17:26.000
35,22,3,completed,2024-07-26 21:01:43.000,9,1,2024-07-22 20:21:45.000
35,287,3,in_progress,2023-07-29 15:00:18.000,2,0,
35,287,3,in_progress,2024-07-23 03:39:22.000,5,0,2023-07-29 15:00:18.000
35,287,3,completed,2024-09-21 13:51:21.000,6,1,2024-07-23 03:39:22.000
35,334,3,in_progress,2023-03-28 02:03:43.000,1,0,
35,334,3,in_progress,2023-07-17 22:46:55.000,2,0,2023-03-28 02:03:43.000
35,334,3,in_progress,2024-08-02 19:39:45.000,5,0,2023-07-17 22:46:55.000
35,334,3,in_progress,2024-09-04 23:15:20.000,6,0,2024-08-02 19:39:45.000
35,334,3,completed,2024-09-23 13:47:27.000,8,1,2024-09-04 23:15:20.000
38,4,2,in_progress,2023-09-13 12:45:26.000,16,0,
38,4,2,completed,2023-10-13 00:21:48.000,30,1,2023-09-13 12:45:26.000
38,384,2,completed,2023-07-25 16:44:54.000,9,1,
39,26,2,in_progress,2024-07-07 03:56:46.000,6,0,
39,26,2,in_progress,2024-08-09 13:43:16.000,12,0,2024-07-07 03:56:46.000
39,26,2,completed,2024-08-26 15:17:17.000,13,1,2024-08-09 13:43:16.000
39,192,2,in_progress,2024-07-16 12:59:38.000,2,0,
39,192,2,in_progress,2024-07-20 04:42:39.000,9,0,2024-07-16 12:59:38.000
39,192,2,in_progress,2024-07-21 19:12:26.000,11,0,2024-07-20 04:42:39.000
39,192,2,completed,2024-08-07 11:52:01.000,13,1,2024-07-21 19:12:26.000
39,193,2,in_progress,2024-09-13 08:44:00.000,11,0,
39,193,2,in_progress,2024-10-01 06:25:20.000,13,0,2024-09-13 08:44:00.000
39,193,2,in_progress,2024-10-06 17:59:28.000,18,0,2024-10-01 06:25:20.000
39,193,2,completed,2024-10-06 17:59:54.000,20,1,2024-10-06 17:59:28.000
40,108,2,in_progress,2024-08-18 17:31:01.000,2,0,
40,108,2,in_progress,2024-09-25 04:37:48.000,4,0,2024-08-18 17:31:01.000
40,108,2,in_progress,2024-10-05 19:57:09.000,14,0,2024-09-25 04:37:48.000
40,108,2,in_progress,2024-10-05 21:34:50.000,21,0,2024-10-05 19:57:09.000
40,108,2,in_progress,2024-10-06 06:54:28.000,23,0,2024-10-05 21:34:50.000
40,291,2,in_progress,2024-07-22 01:27:51.000,0,0,
40,291,2,in_progress,2024-08-06 14:02:01.000,10,0,2024-07-22 01:27:51.000
40,291,2,in_progress,2024-09-12 23:14:07.000,12,0,2024-08-06 14:02:01.000
40,291,2,completed,2024-09-13 23:08:48.000,14,1,2024-09-12 23:14:07.000
40,304,2,completed,2024-10-02 21:38:56.000,9,1,
41,7,3,in_progress,2024-09-18 02:32:20.000,2,0,
41,7,3,in_progress,2024-09-27 15:22:57.000,6,0,2024-09-18 02:32:20.000
41,7,3,in_progress,2024-09-29 02:56:28.000,13,0,2024-09-27 15:22:57.000
41,7,3,in_progress,2024-10-06 04:33:45.000,15,0,2024-09-29 02:56:28.000
41,7,3,in_progress,2024-10-06 13:20:41.000,21,0,2024-10-06 04:33:45.000
41,37,3,in_progress,2024-09-14 21:13:06.000,13,0,
41,37,3,in_progress,2024-09-18 18:30:29.000,15,0,2024-09-14 21:13:06.000
41,37,3,in_progress,2024-09-23 21:17:38.000,20,0,2024-09-18 18:30:29.000
41,37,3,completed,2024-10-02 19:18:35.000,24,1,2024-09-23 21:17:38.000
42,48,4,in_progress,2024-09-20 13:26:19.000,1,0,
42,48,4,in_progress,2024-09-30 21:30:01.000,4,0,2024-09-20 13:26:19.000
42,48,4,completed,2024-10-03 00:49:36.000,7,1,2024-09-30 21:30:01.000
42,350,4,in_progress,2024-09-02 14:13:16.000,6,0,
42,350,4,in_progress,2024-09-16 07:07:45.000,7,0,2024-09-02 14:13:16.000
42,350,4,completed,2024-09-16 15:32:27.000,8,1,2024-09-16 07:07:45.000
45,216,3,in_progress,2024-08-30 14:49:28.000,3,0,
45,216,3,completed,2024-09-18 23:23:29.000,7,1,2024-08-30 14:49:28.000
47,70,6,in_progress,2024-08-21 22:23:45.000,16,0,
47,70,6,completed,2024-08-30 05:05:27.000,17,1,2024-08-21 22:23:45.000
47,321,6,in_progress,2024-08-27 23:42:38.000,3,0,
47,321,6,in_progress,2024-09-20 22:35:35.000,12,0,2024-08-27 23:42:38.000
47,321,6,in_progress,2024-10-05 22:20:48.000,18,0,2024-09-20 22:35:35.000
47,321,6,completed,2024-10-06 09:16:59.000,20,1,2024-10-05 22:20:48.000
48,286,3,completed,2024-06-19 06:04:41.000,9,1,
49,161,2,in_progress,2024-01-21 22:55:40.000,2,0,
49,161,2,in_progress,2024-08-08 07:53:44.000,6,0,2024-01-21 22:55:40.000
49,161,2,in_progress,2024-08-11 22:07:43.000,7,0,2024-08-08 07:53:44.000
49,161,2,in_progress,2024-09-11 13:51:49.000,8,0,2024-08-11 22:07:43.000
49,161,2,in_progress,2024-09-18 05:22:40.000,15,0,2024-09-11 13:51:49.000
50,16,1,in_progress,2024-10-05 11:25:34.000,16,0,
50,16,1,completed,2024-10-07 04:36:05.000,17,1,2024-10-05 11:25:34.000
50,90,1,in_progress,2024-09-08 07:50:31.000,23,0,
50,90,1,in_progress,2024-10-06 19:02:45.000,28,0,2024-09-08 07:50:31.000
50,90,1,completed,2024-10-07 00:55:33.000,29,1,2024-10-06 19:02:45.000
51,245,8,in_progress,2024-08-17 23:08:06.000,1,0,
51,245,8,in_progress,2024-09-12 19:12:13.000,2,0,2024-08-17 23:08:06.000
51,245,8,in_progress,2024-09-22 16:42:56.000,3,0,2024-09-12 19:12:13.000
51,245,8,completed,2024-10-04 06:26:11.000,9,1,2024-09-22 16:42:56.000
52,65,6,in_progress,2024-08-13 23:57:59.000,1,0,
52,65,6,in_progress,2024-08-28 07:13:37.000,5,0,2024-08-13 23:57:59.000
52,65,6,completed,2024-10-03 00:29:06.000,6,1,2024-08-28 07:13:37.000
52,156,6,in_progress,2024-03-23 22:27:44.000,0,0,
52,156,6,in_progress,2024-05-23 23:41:19.000,1,0,2024-03-23 22:27:44.000
52,156,6,in_progress,2024-06-02 18:24:22.000,2,0,2024-05-23 23:41:19.000
52,156,6,in_progress,2024-06-23 04:10:46.000,5,0,2024-06-02 18:24:22.000
52,156,6,completed,2024-08-06 11:08:26.000,6,1,2024-06-23 04:10:46.000
52,400,6,in_progress,2024-06-15 13:46:34.000,7,0,
52,400,6,in_progress,2024-09-07 08:41:42.000,25,0,2024-06-15 13:46:34.000
52,400,6,in_progress,2024-09-16 11:19:05.000,27,0,2024-09-07 08:41:42.000
52,400,6,completed,2024-10-02 18:02:37.000,30,1,2024-09-16 11:19:05.000
53,386,6,in_progress,2024-10-04 16:44:00.000,6,0,
53,386,6,in_progress,2024-10-05 01:39:11.000,8,0,2024-10-04 16:44:00.000
53,386,6,completed,2024-10-06 19:11:35.000,9,1,2024-10-05 01:39:11.000
54,328,7,in_progress,2024-09-24 02:01:57.000,6,0,
54,328,7,in_progress,2024-10-01 20:44:56.000,16,0,2024-09-24 02:01:57.000
54,328,7,completed,2024-10-02 16:19:20.000,17,1,2024-10-01 20:44:56.000
56,190,4,in_progress,2024-07-28 13:16:56.000,13,0,
56,190,4,in_progress,2024-08-27 00:47:29.000,15,0,2024-07-28 13:16:56.000
56,190,4,in_progress,2024-08-28 18:23:56.000,20,0,2024-08-27 00:47:29.000
56,190,4,in_progress,2024-08-31 00:37:45.000,21,0,2024-08-28 18:23:56.000
56,190,4,completed,2024-09-26 19:28:59.000,22,1,2024-08-31 00:37:45.000
56,326,4,in_progress,2024-08-03 00:25:26.000,1,0,
56,326,4,in_progress,2024-09-09 02:24:39.000,3,0,2024-08-03 00:25:26.000
56,326,4,in_progress,2024-09-28 15:57:57.000,5,0,2024-09-09 02:24:39.000
56,326,4,in_progress,2024-10-05 17:10:40.000,6,0,2024-09-28 15:57:57.000
56,326,4,completed,2024-10-06 13:47:29.000,7,1,2024-10-05 17:10:40.000
57,44,8,in_progress,2024-09-15 08:41:01.000,2,0,
57,44,8,completed,2024-09-16 10:37:30.000,5,1,2024-09-15 08:41:01.000
57,87,8,in_progress,2024-09-17 06:30:35.000,12,0,
57,87,8,completed,2024-09-23 05:45:59.000,20,1,2024-09-17 06:30:35.000
57,309,8,in_progress,2024-10-01 13:11:15.000,3,0,
57,309,8,completed,2024-10-04 18:10:47.000,11,1,2024-10-01 13:11:15.000
60,115,4,in_progress,2024-09-05 22:53:45.000,4,0,
60,115,4,in_progress,2024-10-01 22:03:37.000,8,0,2024-09-05 22:53:45.000
60,115,4,in_progress,2024-10-05 08:19:47.000,10,0,2024-10-01 22:03:37.000
60,115,4,completed,2024-10-06 12:14:26.000,26,1,2024-10-05 08:19:47.000
60,170,4,in_progress,2023-06-02 19:14:57.000,9,0,
60,170,4,in_progress,2024-03-08 18:43:44.000,20,0,2023-06-02 19:14:57.000
60,170,4,in_progress,2024-03-23 17:11:27.000,21,0,2024-03-08 18:43:44.000
60,170,4,completed,2024-05-20 20:08:54.000,28,1,2024-03-23 17:11:27.000
61,36,6,in_progress,2024-09-01 21:20:15.000,0,0,
61,36,6,in_progress,2024-10-03 19:06:09.000,2,0,2024-09-01 21:20:15.000
61,36,6,in_progress,2024-10-05 06:11:23.000,3,0,2024-10-03 19:06:09.000
61,36,6,in_progress,2024-10-06 15:44:46.000,4,0,2024-10-05 06:11:23.000
61,36,6,completed,2024-10-06 23:23:30.000,7,1,2024-10-06 15:44:46.000
62,339,8,in_progress,2024-06-22 00:44:07.000,9,0,
62,339,8,in_progress,2024-07-11 17:45:36.000,14,0,2024-06-22 00:44:07.000
62,339,8,in_progress,2024-07-24 16:58:16.000,24,0,2024-07-11 17:45:36.000
62,339,8,completed,2024-08-21 01:55:28.000,25,1,2024-07-24 16:58:16.000
63,134,8,in_progress,2024-09-27 00:25:56.000,10,0,
63,134,8,in_progress,2024-10-07 06:46:05.000,23,0,2024-09-27 00:25:56.000
63,134,8,in_progress,2024-10-07 08:55:48.000,25,0,2024-10-07 06:46:05.000
63,134,8,in_progress,2024-10-07 08:55:58.000,28,0,2024-10-07 08:55:48.000
63,134,8,completed,2024-10-07 08:57:38.000,29,1,2024-10-07 08:55:58.000
63,256,8,in_progress,2024-08-17 14:46:51.000,9,0,
63,256,8,in_progress,2024-09-08 15:44:09.000,24,0,2024-08-17 14:46:51.000
63,256,8,completed,2024-10-04 19:36:45.000,25,1,2024-09-08 15:44:09.000
63,292,8,in_progress,2024-08-17 01:26:47.000,9,0,
63,292,8,in_progress,2024-09-01 23:06:35.000,10,0,2024-08-17 01:26:47.000
63,292,8,completed,2024-09-03 00:48:21.000,11,1,2024-09-01 23:06:35.000
64,41,1,in_progress,2024-04-08 09:34:03.000,4,0,
64,41,1,in_progress,2024-05-07 05:34:54.000,6,0,2024-04-08 09:34:03.000
64,41,1,in_progress,2024-05-29 16:10:50.000,11,0,2024-05-07 05:34:54.000
64,41,1,completed,2024-07-29 20:09:09.000,12,1,2024-05-29 16:10:50.000
64,77,1,in_progress,2024-04-25 22:52:46.000,13,0,
64,77,1,in_progress,2024-06-17 13:38:19.000,17,0,2024-04-25 22:52:46.000
64,77,1,completed,2024-08-08 06:01:42.000,18,1,2024-06-17 13:38:19.000
64,391,1,in_progress,2024-10-03 05:47:44.000,19,0,
64,391,1,in_progress,2024-10-03 17:20:01.000,20,0,2024-10-03 05:47:44.000
64,391,1,in_progress,2024-10-04 02:31:44.000,21,0,2024-10-03 17:20:01.000
64,391,1,in_progress,2024-10-04 14:35:15.000,24,0,2024-10-04 02:31:44.000
64,391,1,in_progress,2024-10-05 23:09:11.000,27,0,2024-10-04 14:35:15.000
65,53,5,in_progress,2024-04-23 01:50:05.000,8,0,
65,53,5,completed,2024-08-06 15:29:47.000,9,1,2024-04-23 01:50:05.000
66,183,7,in_progress,2024-09-22 03:31:26.000,4,0,
