id,userId,skillId,level
339,39,166,Advanced
340,40,56,Beginner
341,40,124,Beginner
342,40,37,Beginner
343,40,194,Intermediate
344,40,126,Intermediate
345,40,93,Beginner
346,40,87,Advanced
347,40,78,Intermediate
348,41,17,Advanced
349,41,168,Advanced
350,41,178,Advanced
351,41,177,Intermediate
352,41,81,Beginner
353,42,38,Advanced
354,42,93,Beginner
355,42,152,Advanced
356,42,102,Intermediate
357,42,113,Intermediate
358,42,16,Advanced
359,42,70,Advanced
360,43,83,Beginner
361,43,58,Beginner
362,43,182,Beginner
363,44,179,Beginner
364,44,41,Beginner
365,44,44,Beginner
366,44,5,Advanced
367,44,58,Beginner
368,45,28,Advanced
369,45,150,Intermediate
370,45,15,Advanced
371,46,129,Advanced
372,46,186,Beginner
373,46,151,Intermediate
374,46,160,Advanced
375,47,118,Beginner
376,47,170,Beginner
377,47,165,Intermediate
378,47,46,Intermediate
379,47,164,Intermediate
380,47,145,Intermediate
381,47,112,Beginner
382,47,3,Intermediate
383,47,179,Beginner
384,47,85,Intermediate
385,47,103,Advanced
386,48,187,Beginner
387,48,78,Intermediate
388,48,141,Intermediate
389,48,54,Intermediate
390,48,41,Advanced
391,49,85,Intermediate
392,49,196,Beginner
393,49,1,Advanced
394,49,15,Beginner
395,50,13,Advanced
396,50,177,Beginner
397,50,62,Intermediate
398,50,83,Beginner
399,50,121,Beginner
400,50,104,Advanced
401,50,134,Advanced
402,50,41,Advanced
403,50,38,Advanced
404,50,171,Intermediate
405,50,195,Advanced
406,50,198,Beginner
407,51,66,Advanced
408,51,8,Advanced
409,51,185,Intermediate
410,51,164,Advanced
411,51,161,Intermediate
412,51,160,Beginner
413,51,22,Intermediate
414,51,133,Advanced
415,51,168,Beginner
416,51,19,Beginner
417,52,80,Beginner
418,52,31,Advanced
419,52,108,Advanced
420,52,9,Advanced
421,52,105,Advanced
422,52,74,Advanced
423,52,79,Beginner
424,52,88,Advanced
425,52,8,Beginner
426,52,117,Intermediate
427,53,23,Advanced
428,53,31,Advanced
429,53,173,Beginner
430,53,125,Beginner
431,53,197,Advanced
432,54,43,Advanced
433,54,184,Beginner
434,54,18,Beginner
435,54,115,Beginner
436,54,1,Beginner
437,54,174,Intermediate
438,55,134,Intermediate
439,55,178,Advanced
440,55,33,Beginner
441,55,198,Intermediate
442,56,119,Intermediate
443,56,166,Beginner
444,56,196,Advanced
445,56,186,Beginner
446,56,60,Advanced
447,56,75,Beginner
448,56,120,Advanced
449,56,174,Advanced
450,56,156,Beginner
451,57,71,Advanced
452,57,42,Advanced
453,57,26,Intermediate
454,57,166,Intermediate
455,57,2,Advanced
456,57,63,Beginner
457,57,85,Intermediate
458,57,169,Intermediate
459,57,188,Advanced
460,57,146,Advanced
461,57,17,Beginner
462,57,158,Beginner
463,57,152,Beginner
464,57,101,Beginner
465,57,28,Beginner
466,58,168,Advanced
467,58,27,Advanced
468,58,118,Beginner
469,58,170,Intermediate
470,58,78,Intermediate
471,59,101,Intermediate
472,59,158,Beginner
473,59,3,Advanced
474,59,172,Beginner
475,60,93,Beginner
476,60,129,Advanced
477,60,95,Advanced
478,60,149,Intermediate
479,60,59,Advanced
480,60,43,Beginner
481,60,144,Intermediate
482,60,84,Advanced
483,60,156,Intermediate
484,60,158,Advanced
485,60,154,Beginner
486,60,115,Advanced
487,60,195,Advanced
488,61,81,Advanced
489,61,88,Beginner
490,61,166,Intermediate
491,61,159,Advanced
492,61,138,Advanced
493,61,86,Advanced
494,61,57,Advanced
495,61,100,Advanced
496,61,75,Beginner
497,61,145,Intermediate
498,62,117,Advanced
499,62,178,Intermediate
500,62,83,Intermediate
501,62,199,Beginner
502,62,37,Beginner
503,62,101,Intermediate
504,62,59,Advanced
505,62,132,Advanced
506,63,55,Advanced
507,63,67,Beginner
508,63,21,Advanced
509,63,106,Advanced
510,63,83,Advanced
511,63,167,Intermediate
512,63,172,Beginner
513,63,76,Intermediate
514,63,134,Beginner
515,63,129,Advanced
516,63,54,Beginner
517,63,43,Beginner
518,63,82,Intermediate
519,63,40,Advanced
520,64,164,Beginner
521,64,68,Intermediate
522,64,86,Beginner
523,64,37,Beginner
524,64,65,Intermediate
525,64,114,Intermediate
526,64,18,Advanced
527,64,158,Beginner
528,64,45,Beginner
529,65,144,Advanced
530,65,15,Advanced
531,65,96,Beginner
532,65,78,Intermediate
533,65,188,Intermediate
534,65,24,Beginner
535,65,33,Beginner
536,65,87,Beginner
537,65,105,Beginner
538,66,81,Beginner
539,66,180,Intermediate
540,66,82,Advanced
541,66,45,Beginner
542,66,13,Intermediate
543,66,1,Advanced
544,66,120,Beginner
545,66,193,Intermediate
546,66,70,Advanced
547,66,119,Intermediate
548,66,49,Intermediate
549,66,136,Beginner
550,67,46,Beginner
551,67,85,Beginner
552,67,109,Advanced
553,68,86,Beginner
554,68,150,Advanced
555,68,35,Beginner
556,68,149,Advanced
557,68,46,Beginner
558,68,105,Beginner
559,68,43,Intermediate
560,68,126,Advanced
561,68,58,Advanced
562,69,149,Beginner
563,69,41,Intermediate
564,69,198,Beginner
565,69,87,Intermediate
566,69,123,Advanced
567,69,17,Advanced
568,69,139,Advanced
569,69,172,Beginner
570,69,76,Advanced
571,70,91,Intermediate
572,70,199,Advanced
573,70,181,Intermediate
574,71,36,Advanced
575,71,192,Beginner
576,71,91,Beginner
577,71,117,Advanced
578,71,175,Intermediate
579,71,27,Beginner
580,71,106,Intermediate
581,71,54,Beginner
582,71,165,Advanced
583,72,177,Advanced
584,72,178,Advanced
585,72,8,Beginner
586,72,171,Intermediate
587,72,155,Beginner
588,72,51,Intermediate
589,73,37,Intermediate
590,73,13,Beginner
591,73,4,Beginner
592,73,24,Beginner
593,73,141,Beginner
594,73,134,Advanced
595,73,77,Intermediate
596,74,146,Beginner
597,74,15,Beginner
598,75,110,Intermediate
599,75,87,Beginner
600,75,37,Advanced
601,75,18,Advanced
602,75,100,Intermediate
603,75,186,Intermediate
604,75,122,Advanced
605,75,147,Beginner
606,75,142,Intermediate
607,75,156,Advanced
608,75,83,Advanced
609,75,199,Advanced
610,75,101,Advanced
611,75,59,Beginner
612,75,132,Beginner
613,76,155,Advanced
614,76,84,Intermediate
615,76,146,Advanced
616,76,122,Advanced
617,76,45,Intermediate
618,76,180,Beginner
619,76,88,Beginner
620,76,37,Advanced
621,76,65,Beginner
622,76,114,Advanced
623,77,54,Intermediate
624,77,78,Intermediate
625,77,193,Intermediate
626,77,39,Intermediate
627,77,179,Advanced
628,78,57,Advanced
629,78,158,Advanced
630,78,154,Advanced
631,78,115,Intermediate
632,78,195,Beginner
633,79,75,Advanced
634,79,165,Beginner
635,79,200,Beginner
636,79,113,Advanced
637,79,64,Beginner
638,79,34,Advanced
639,79,159,Beginner
640,79,44,Advanced
641,79,91,Advanced
642,79,57,Intermediate
643,79,199,Beginner
644,79,96,Beginner
645,79,123,Advanced
646,79,105,Advanced
647,79,160,Advanced
648,79,74,Beginner
649,79,29,Beginner
650,79,136,Intermediate
651,79,138,Beginner
652,79,184,Beginner
653,79,46,Beginner
654,79,52,Beginner
655,79,83,Beginner
656,80,31,Advanced
657,80,25,Intermediate
658,80,188,Beginner
659,80,28,Intermediate
660,80,115,Advanced
661,81,66,Beginner
662,82,61,Advanced
663,82,2,Beginner
664,82,128,Advanced
665,82,15,Beginner
666,82,50,Intermediate
667,82,136,Advanced
668,82,196,Intermediate
669,83,153,Intermediate
670,83,158,Beginner
671,83,54,Intermediate
672,83,41,Intermediate
673,84,165,Intermediate
674,84,161,Advanced
675,84,45,Advanced
676,84,81,Advanced
677,84,162,Advanced
678,84,7,Intermediate
679,84,82,Beginner
680,84,148,Beginner
681,84,42,Advanced
682,85,39,Beginner
683,85,90,Intermediate
684,85,134,Advanced
685,85,57,Intermediate
686,85,143,Intermediate
687,85,147,Beginner
688,85,51,Intermediate
689,85,20,Intermediate
690,85,97,Beginner
691,85,88,Beginner
692,85,75,Advanced
693,85,65,Advanced
694,85,87,Advanced
695,85,133,Advanced
696,85,94,Beginner
697,86,188,Beginner
698,86,5,Intermediate
699,86,77,Advanced
700,86,175,Advanced
701,87,160,Beginner
702,87,25,Advanced
703,88,162,Advanced
704,88,96,Intermediate
705,88,131,Advanced
706,88,192,Advanced
707,88,137,Intermediate
708,88,65,Intermediate
709,88,120,Beginner
710,88,13,Intermediate
711,88,20,Advanced
712,88,97,Advanced
713,89,171,Beginner
714,89,92,Beginner
715,89,161,Beginner
716,89,111,Beginner
717,89,156,Advanced
718,89,196,Beginner
719,89,120,Advanced
720,89,83,Beginner
721,89,40,Intermediate
722,89,123,Beginner
723,89,137,Beginner
724,89,4,Beginner
725,90,91,Advanced
726,90,111,Intermediate
727,90,170,Intermediate
728,91,120,Advanced
729,91,13,Beginner
730,91,20,Beginner
731,91,97,Beginner
732,92,106,Intermediate
733,92,183,Intermediate
734,92,37,Intermediate
735,92,134,Intermediate
736,92,177,Beginner
737,92,47,Advanced
738,92,91,Advanced
739,93,53,Intermediate
740,93,96,Advanced
741,93,158,Intermediate
742,93,35,Advanced
743,93,46,Advanced
744,94,15,Advanced
745,94,130,Advanced
746,94,125,Intermediate
747,94,73,Beginner
748,95,31,Intermediate
749,96,74,Intermediate
750,96,137,Beginner
751,96,8,Intermediate
752,96,75,Intermediate
753,96,129,Intermediate
754,96,71,Beginner
755,97,51,Intermediate
756,97,187,Beginner
757,97,87,Intermediate
758,97,93,Beginner
759,97,144,Intermediate
760,97,102,Beginner
761,97,2,Advanced
762,97,135,Beginner
763,97,191,Advanced
764,97,139,Intermediate
765,97,103,Intermediate
766,97,60,Advanced
767,98,121,Advanced
768,98,167,Intermediate
769,98,4,Advanced
770,98,71,Advanced
771,98,174,Intermediate
772,98,23,Advanced
773,98,166,Beginner
774,98,54,Intermediate
775,98,86,Beginner
776,98,8,Intermediate
777,99,174,Intermediate
778,99,137,Intermediate
779,99,45,Beginner
780,99,191,Advanced
781,99,111,Intermediate
782,99,158,Intermediate
783,99,177,Advanced
784,99,60,Intermediate
785,99,30,Advanced
786,99,8,Intermediate
787,99,184,Beginner
788,99,53,Advanced
789,100,41,Advanced
790,100,81,Intermediate
791,100,53,Advanced
792,100,113,Intermediate
793,100,56,Beginner
794,100,156,Intermediate
795,100,190,Advanced
796,100,50,Advanced
797,100,174,Advanced
798,100,176,Intermediate
799,101,39,Intermediate
800,101,25,Intermediate
801,101,117,Intermediate
802,101,175,Intermediate
803,101,27,Intermediate
804,102,197,Beginner
805,102,19,Advanced
806,102,150,Advanced
807,103,81,Beginner
808,103,179,Beginner
809,103,38,Beginner
810,103,171,Intermediate
811,103,195,Beginner
812,103,198,Beginner
813,103,54,Advanced
814,103,8,Intermediate
815,103,52,Advanced
816,103,124,Intermediate
817,103,37,Beginner
818,104,167,Advanced
819,104,143,Beginner
820,104,50,Intermediate
821,104,138,Beginner
822,104,197,Intermediate
823,104,5,Beginner
824,104,39,Intermediate
825,104,42,Advanced
826,104,72,Intermediate
827,104,108,Advanced
828,105,178,Advanced
829,105,39,Beginner
830,105,45,Beginner
831,105,127,Advanced
832,105,99,Advanced
833,105,100,Advanced
834,105,16,Intermediate
835,105,172,Advanced
836,105,133,Intermediate
837,106,87,Advanced
838,106,106,Intermediate
839,106,8,Advanced
840,106,131,Advanced
841,107,156,Beginner
842,107,79,Beginner
843,107,154,Intermediate
844,107,99,Beginner
845,107,63,Intermediate
846,107,196,Advanced
847,107,189,Advanced
848,107,193,Intermediate
849,107,86,Advanced
850,107,165,Advanced
851,108,35,Intermediate
852,108,118,Advanced
853,108,194,Intermediate
854,108,172,Beginner
855,108,47,Beginner
856,108,162,Beginner
857,108,161,Beginner
858,108,36,Beginner
859,109,122,Beginner
860,109,69,Intermediate
861,109,173,Advanced
862,109,196,Beginner
863,109,84,Advanced
864,109,118,Intermediate
865,109,108,Beginner
866,110,98,Beginner
867,110,60,Intermediate
868,110,80,Beginner
869,111,43,Advanced
870,111,126,Beginner
871,111,130,Beginner
872,112,112,Beginner
873,112,120,Advanced
874,112,118,Intermediate
875,112,179,Intermediate
876,112,149,Beginner
877,112,197,Advanced
878,112,45,Advanced
879,112,75,Advanced
880,112,122,Advanced
881,112,72,Advanced
882,112,159,Advanced
883,112,111,Intermediate
884,112,89,Intermediate
885,112,176,Beginner
886,112,189,Beginner
887,112,163,Intermediate
888,113,11,Beginner
889,114,111,Advanced
890,114,92,Advanced
891,114,136,Intermediate
892,114,34,Intermediate
893,114,174,Intermediate
894,114,120,Advanced
895,114,9,Advanced
896,114,116,Advanced
897,114,23,Advanced
898,115,71,Beginner
899,115,128,Intermediate
900,115,40,Intermediate
901,116,129,Advanced
902,116,71,Intermediate
903,116,69,Advanced
904,116,26,Advanced
905,116,50,Intermediate
906,117,69,Intermediate
907,117,68,Beginner
908,117,17,Advanced
909,117,139,Intermediate
910,117,172,Advanced
911,117,76,Intermediate
912,117,136,Beginner
913,117,23,Intermediate
914,117,113,Intermediate
915,118,164,Advanced
916,118,23,Beginner
917,118,135,Advanced
918,118,166,Beginner
919,118,66,Beginner
920,118,89,Beginner
921,118,38,Advanced
922,118,171,Intermediate
923,118,195,Intermediate
924,118,198,Beginner
925,118,18,Beginner
926,118,192,Advanced
927,118,131,Intermediate
928,119,165,Intermediate
929,119,19,Intermediate
930,119,30,Advanced
931,119,55,Intermediate
932,119,139,Advanced
933,119,83,Intermediate
934,120,181,Intermediate
935,120,81,Beginner
936,120,48,Beginner
937,120,168,Beginner
938,120,150,Intermediate
939,120,84,Intermediate
940,120,166,Beginner
941,120,17,Beginner
942,120,98,Intermediate
943,120,197,Intermediate
944,120,94,Intermediate
945,120,131,Intermediate
946,120,152,Intermediate
947,120,39,Intermediate
948,120,29,Advanced
949,120,88,Intermediate
950,120,87,Intermediate
951,121,169,Intermediate
952,121,180,Intermediate
953,121,197,Intermediate
954,122,51,Intermediate
955,122,34,Beginner
956,122,77,Intermediate
957,122,101,Advanced
958,122,47,Intermediate
959,123,68,Beginner
960,123,1,Advanced
961,124,151,Advanced
962,124,101,Intermediate
963,125,22,Intermediate
964,125,12,Advanced
965,125,152,Beginner
966,125,23,Beginner
967,125,88,Beginner
968,125,196,Intermediate
969,125,104,Beginner
970,125,128,Intermediate
971,126,28,Intermediate
972,126,125,Intermediate
973,127,7,Intermediate
974,127,141,Advanced
975,127,86,Intermediate
976,127,129,Beginner
977,128,151,Beginner
978,128,119,Advanced
979,128,40,Advanced
980,128,196,Intermediate
981,128,174,Advanced
982,128,36,Intermediate
983,128,86,Intermediate
984,128,123,Advanced
985,129,36,Intermediate
986,129,147,Beginner
987,130,66,Advanced
988,130,157,Beginner
989,130,187,Advanced
990,130,194,Beginner
991,130,152,Advanced
992,130,126,Advanced
993,130,109,Advanced
994,130,1,Advanced
995,130,167,Intermediate
996,130,28,Beginner
997,130,22,Intermediate
998,130,47,Advanced
999,130,183,Beginner
1000,130,140,Beginner
1001,130,27,Beginner
1002,131,85,Beginner
1003,131,30,Intermediate
1004,131,34,Beginner
1005,131,15,Intermediate
1006,131,93,Intermediate
1007,131,4,Advanced
1008,131,141,Intermediate
1009,132,39,Advanced
1010,132,27,Beginner
1011,132,111,Intermediate
1012,132,160,Intermediate
1013,132,22,Intermediate
1014,132,133,Beginner
1015,132,168,Advanced
1016,132,19,Beginner
1017,132,122,Beginner
1018,132,190,Intermediate
1019,132,5,Intermediate
1020,132,110,Advanced
1021,132,146,Beginner
1022,133,81,Beginner
1023,133,158,Intermediate
1024,133,199,Beginner
1025,133,70,Advanced
1026,133,42,Advanced
1027,133,135,Beginner
1028,133,1,Beginner
1029,133,65,Advanced
1030,134,195,Advanced
1031,134,162,Beginner
1032,134,153,Advanced
1033,134,169,Beginner
1034,134,3,Intermediate
1035,134,190,Advanced
1036,134,5,Beginner
1037,134,110,Intermediate
1038,134,146,Advanced
1039,134,13,Beginner
1040,134,20,Beginner
1041,134,97,Intermediate
1042,135,158,Advanced
1043,135,105,Intermediate
1044,135,140,Beginner
1045,135,122,Beginner
1046,135,174,Beginner
1047,135,178,Intermediate
1048,135,110,Beginner
1049,135,45,Beginner
1050,135,66,Advanced
1051,135,16,Advanced
1052,135,198,Intermediate
1053,135,26,Beginner
1054,135,71,Advanced
1055,136,154,Beginner
1056,136,142,Intermediate
1057,136,17,Intermediate
1058,136,97,Intermediate
1059,136,115,Advanced
1060,136,131,Advanced
1061,136,165,Advanced
1062,136,161,Beginner
1063,136,198,Intermediate
1064,136,53,Intermediate
1065,137,195,Beginner
1066,137,188,Intermediate
1067,137,162,Advanced
1068,137,78,Intermediate
1069,137,17,Advanced
1070,137,14,Beginner
1071,137,76,Beginner
1072,138,180,Intermediate
1073,138,28,Intermediate
1074,138,120,Intermediate
1075,138,14,Intermediate
1076,138,186,Advanced
1077,138,160,Beginner
1078,138,49,Beginner
1079,138,99,Beginner
1080,138,68,Beginner
1081,138,73,Advanced
1082,139,75,Intermediate
1083,139,197,Advanced
1084,139,163,Intermediate
1085,140,28,Advanced
1086,140,136,Intermediate
1087,140,23,Advanced
1088,140,113,Intermediate
1089,140,78,Beginner
1090,140,191,Advanced
1091,140,96,Beginner
1092,140,29,Beginner
1093,140,104,Intermediate
1094,141,168,Beginner
1095,141,115,Intermediate
1096,141,49,Advanced
1097,141,136,Advanced
1098,141,106,Advanced
1099,141,83,Beginner
1100,141,167,Beginner
1101,141,172,Beginner
1102,141,76,Beginner
1103,141,134,Advanced
1104,141,123,Beginner
1105,141,137,Intermediate
1106,141,4,Intermediate
1107,142,58,Advanced
1108,142,192,Beginner
1109,142,61,Intermediate
1110,142,184,Intermediate
1111,142,130,Intermediate
1112,143,74,Intermediate
1113,144,129,Beginner
1114,144,143,Intermediate
1115,144,12,Advanced
1116,144,39,Beginner
1117,144,63,Intermediate
1118,144,92,Beginner
1119,144,14,Intermediate
1120,144,94,Intermediate
1121,144,121,Intermediate
1122,144,199,Intermediate
1123,144,56,Intermediate
1124,144,173,Beginner
1125,144,69,Beginner
1126,144,178,Advanced
1127,144,152,Beginner
1128,144,29,Beginner
1129,144,88,Intermediate
1130,144,87,Advanced
1131,144,84,Advanced
1132,145,168,Advanced
1133,145,2,Beginner
1134,145,60,Beginner
1135,145,24,Advanced
1136,145,33,Advanced
1137,145,87,Beginner
1138,145,105,Intermediate
1139,146,134,Intermediate
1140,146,183,Intermediate
1141,146,43,Advanced
1142,146,122,Intermediate
1143,146,25,Intermediate
1144,146,39,Intermediate
1145,146,166,Beginner
1146,146,54,Beginner
1147,146,41,Beginner
1148,146,187,Advanced
1149,147,18,Beginner
1150,147,86,Intermediate
1151,147,186,Beginner
1152,147,164,Beginner
1153,148,109,Intermediate
1154,148,173,Beginner
1155,148,170,Advanced
1156,148,122,Beginner
1157,148,93,Beginner
1158,148,8,Intermediate
1159,148,154,Beginner
1160,149,188,Advanced
1161,149,16,Beginner
1162,149,29,Advanced
1163,149,28,Intermediate
1164,149,135,Intermediate
1165,149,166,Intermediate
1166,149,17,Advanced
1167,149,98,Intermediate
1168,149,197,Beginner
1169,149,94,Beginner
1170,149,131,Advanced
1171,150,175,Advanced
1172,150,19,Advanced
1173,150,13,Intermediate
1174,150,147,Advanced
1175,150,129,Intermediate
1176,151,149,Beginner
1177,151,58,Intermediate
1178,151,144,Beginner
1179,151,99,Advanced
1180,151,143,Beginner
1181,151,166,Beginner
1182,152,200,Beginner
1183,152,39,Intermediate
1184,152,7,Advanced
1185,152,127,Intermediate
1186,152,135,Advanced
1187,152,81,Beginner
1188,152,3,Advanced
1189,152,75,Advanced
1190,153,179,Intermediate
1191,153,28,Advanced
1192,153,153,Beginner
1193,153,63,Advanced
1194,153,48,Intermediate
1195,154,145,Intermediate
1196,154,40,Beginner
1197,154,30,Advanced
1198,155,37,Intermediate
1199,155,189,Intermediate
1200,155,192,Beginner
1201,155,75,Advanced
1202,155,129,Intermediate
1203,155,71,Intermediate
1204,156,5,Intermediate
1205,156,82,Beginner
1206,156,100,Advanced
1207,156,185,Beginner
1208,156,169,Advanced
1209,156,18,Beginner
1210,156,192,Intermediate
1211,156,131,Intermediate
1212,156,199,Beginner
1213,156,3,Intermediate
1214,157,59,Intermediate
