id,courseId,skillId,level
107,30,198,Intermediate
108,30,53,Intermediate
109,31,155,Beginner
110,31,70,Beginner
111,32,83,Intermediate
112,32,70,Intermediate
113,32,158,Advanced
114,32,139,Beginner
115,32,157,Advanced
116,33,68,Beginner
117,33,4,Beginner
118,34,78,Beginner
119,34,191,Advanced
120,34,28,Beginner
121,34,96,Beginner
122,34,29,Beginner
123,34,104,Beginner
124,35,41,Intermediate
125,35,128,Intermediate
126,35,146,Intermediate
127,35,138,Advanced
128,35,64,Intermediate
129,36,86,Intermediate
130,36,57,Advanced
131,36,100,Beginner
132,36,75,Advanced
133,36,145,Advanced
134,37,168,Intermediate
135,37,178,Beginner
136,37,177,Advanced
137,37,81,Beginner
138,38,59,Advanced
139,38,143,Intermediate
140,38,156,Intermediate
141,38,136,Intermediate
142,38,19,Advanced
143,38,135,Advanced
144,39,49,Advanced
145,39,94,Beginner
146,39,170,Advanced
147,39,37,Beginner
148,39,63,Intermediate
149,40,20,Intermediate
150,40,97,Intermediate
151,41,37,Beginner
152,41,65,Intermediate
153,41,114,Advanced
154,42,10,Intermediate
155,42,55,Beginner
156,42,140,Intermediate
157,42,28,Beginner
158,43,41,Advanced
159,43,97,Advanced
160,44,2,Advanced
161,44,63,Beginner
162,45,28,Advanced
163,45,22,Advanced
164,45,47,Beginner
165,46,182,Advanced
166,47,23,Advanced
167,47,88,Advanced
168,47,196,Advanced
169,47,104,Advanced
170,47,128,Advanced
171,48,102,Advanced
172,48,113,Beginner
173,48,16,Advanced
174,48,70,Intermediate
175,49,173,Advanced
176,49,37,Intermediate
177,49,59,Advanced
178,49,5,Beginner
179,50,69,Intermediate
180,50,191,Intermediate
181,50,91,Intermediate
182,50,141,Advanced
183,50,8,Beginner
184,51,7,Advanced
185,51,82,Intermediate
186,51,148,Intermediate
187,51,42,Beginner
188,52,144,Beginner
189,53,24,Intermediate
190,53,33,Intermediate
191,53,87,Advanced
192,53,105,Advanced
193,54,187,Beginner
194,54,87,Intermediate
195,54,93,Advanced
196,54,144,Advanced
197,54,102,Advanced
198,55,5,Beginner
199,55,41,Advanced
200,56,82,Beginner
201,56,171,Beginner
202,56,174,Beginner
203,56,131,Beginner
204,56,38,Advanced
205,57,96,Advanced
206,57,180,Intermediate
207,58,166,Advanced
208,58,32,Advanced
209,58,17,Advanced
210,58,89,Advanced
211,58,141,Beginner
212,59,55,Beginner
213,59,53,Advanced
214,59,138,Intermediate
215,60,62,Intermediate
216,60,139,Intermediate
217,60,111,Advanced
218,60,151,Advanced
219,60,92,Beginner
220,61,34,Intermediate
221,61,15,Intermediate
222,62,183,Intermediate
223,62,140,Beginner
224,62,27,Intermediate
225,63,126,Intermediate
226,63,81,Intermediate
227,63,48,Beginner
228,63,127,Beginner
229,63,181,Beginner
230,64,122,Intermediate
231,64,19,Beginner
232,64,94,Intermediate
233,65,105,Advanced
234,65,74,Intermediate
235,65,79,Intermediate
236,65,88,Advanced
237,65,8,Beginner
238,65,117,Intermediate
239,66,163,Beginner
240,66,69,Intermediate
241,66,128,Beginner
242,66,94,Intermediate
243,66,158,Intermediate
244,66,119,Advanced
245,67,65,Advanced
246,67,120,Intermediate
247,68,134,Beginner
248,68,77,Advanced
249,69,190,Advanced
250,69,39,Advanced
251,70,46,Beginner
252,70,85,Beginner
253,70,103,Beginner
254,71,19,Beginner
255,72,10,Intermediate
256,72,39,Advanced
257,73,118,Beginner
258,73,168,Beginner
259,73,38,Intermediate
260,73,74,Beginner
261,73,59,Intermediate
262,74,54,Intermediate
263,75,174,Intermediate
264,75,142,Beginner
265,76,45,Intermediate
266,76,191,Advanced
267,77,18,Intermediate
268,77,158,Advanced
269,77,45,Intermediate
270,78,59,Beginner
271,78,181,Advanced
272,78,25,Advanced
273,78,67,Beginner
274,78,82,Beginner
275,78,94,Intermediate
276,79,64,Advanced
277,79,47,Intermediate
278,79,147,Advanced
279,79,95,Beginner
280,79,134,Intermediate
281,80,111,Beginner
282,80,174,Beginner
283,80,183,Intermediate
284,80,157,Beginner
285,80,34,Advanced
286,81,54,Beginner
287,81,8,Advanced
288,81,52,Intermediate
289,81,124,Advanced
290,81,37,Intermediate
291,82,114,Intermediate
292,83,120,Intermediate
293,83,199,Beginner
294,83,42,Beginner
295,84,54,Advanced
296,85,13,Beginner
297,85,198,Beginner
298,85,42,Intermediate
299,86,80,Beginner
300,86,120,Advanced
301,86,43,Advanced
302,86,200,Beginner
303,86,15,Beginner
304,86,75,Beginner
305,87,85,Intermediate
306,87,169,Advanced
307,87,188,Advanced
308,87,146,Intermediate
309,88,49,Beginner
310,89,112,Intermediate
311,89,195,Beginner
312,89,33,Advanced
313,89,60,Advanced
314,89,137,Beginner
315,90,83,Intermediate
316,90,121,Advanced
317,90,104,Advanced
318,90,134,Beginner
319,90,41,Beginner
320,91,143,Advanced
321,91,5,Advanced
322,91,9,Advanced
323,92,168,Beginner
324,92,192,Beginner
325,93,136,Beginner
326,93,70,Beginner
327,93,62,Beginner
328,93,19,Advanced
329,93,57,Beginner
330,93,135,Advanced
331,94,81,Beginner
332,94,162,Intermediate
333,95,88,Beginner
334,96,49,Advanced
335,96,42,Beginner
336,96,96,Beginner
337,97,140,Advanced
338,97,17,Intermediate
339,97,32,Intermediate
340,98,36,Advanced
341,98,14,Advanced
342,98,137,Beginner
343,98,94,Advanced
344,99,30,Beginner
345,99,8,Beginner
346,99,184,Beginner
347,99,53,Advanced
348,100,20,Intermediate
349,100,78,Intermediate
350,100,13,Beginner
351,100,114,Intermediate
352,100,145,Beginner
353,100,120,Intermediate
354,101,156,Advanced
355,101,19,Intermediate
356,101,111,Beginner
357,102,192,Advanced
358,102,61,Intermediate
359,102,184,Beginner
360,102,130,Intermediate
361,103,55,Advanced
362,103,166,Intermediate
363,104,120,Beginner
364,104,118,Advanced
365,104,179,Beginner
366,104,149,Intermediate
367,104,197,Intermediate
368,105,38,Beginner
369,105,12,Advanced
370,105,5,Beginner
371,105,45,Advanced
372,106,3,Intermediate
373,106,49,Intermediate
374,106,66,Advanced
375,106,121,Advanced
376,106,117,Intermediate
377,107,57,Beginner
378,107,158,Intermediate
379,107,72,Beginner
380,107,150,Advanced
381,107,189,Advanced
382,108,186,Intermediate
383,108,82,Intermediate
384,108,134,Intermediate
385,108,131,Intermediate
386,109,115,Intermediate
387,109,107,Beginner
388,110,31,Intermediate
389,110,8,Intermediate
390,111,48,Beginner
391,112,13,Intermediate
392,112,20,Beginner
393,112,97,Intermediate
394,113,144,Intermediate
395,113,38,Advanced
396,114,159,Beginner
397,115,158,Beginner
398,115,154,Advanced
399,115,115,Intermediate
400,115,195,Intermediate
401,116,40,Advanced
402,116,30,Intermediate
403,117,15,Beginner
404,117,108,Intermediate
405,118,164,Beginner
406,118,55,Intermediate
407,118,154,Advanced
408,118,133,Beginner
409,118,17,Intermediate
410,118,12,Intermediate
411,119,177,Advanced
412,119,74,Intermediate
413,119,136,Intermediate
414,120,98,Advanced
415,121,151,Intermediate
416,121,126,Advanced
417,121,19,Beginner
418,122,198,Advanced
419,122,15,Advanced
420,123,6,Intermediate
421,124,59,Advanced
422,124,140,Beginner
423,124,16,Beginner
424,125,18,Intermediate
425,126,117,Beginner
426,127,108,Intermediate
427,128,188,Beginner
428,128,190,Beginner
429,128,61,Beginner
430,128,89,Intermediate
431,128,10,Beginner
432,129,186,Beginner
433,129,164,Intermediate
434,130,190,Intermediate
435,130,5,Intermediate
436,130,110,Advanced
437,130,146,Advanced
438,131,91,Intermediate
439,131,116,Intermediate
440,131,198,Intermediate
441,132,25,Advanced
442,132,69,Intermediate
443,132,182,Beginner
444,132,189,Advanced
445,132,16,Advanced
446,132,138,Beginner
447,133,152,Advanced
448,133,172,Advanced
449,134,129,Beginner
450,134,54,Beginner
451,134,106,Beginner
452,134,43,Intermediate
453,134,82,Advanced
454,135,75,Advanced
455,135,129,Beginner
456,135,71,Beginner
457,136,18,Beginner
458,136,97,Advanced
459,136,189,Beginner
460,136,51,Advanced
461,136,26,Beginner
462,136,152,Advanced
463,137,56,Advanced
464,137,138,Beginner
465,137,114,Beginner
466,137,89,Advanced
467,138,174,Beginner
468,139,160,Advanced
469,140,96,Beginner
470,140,101,Beginner
471,140,176,Beginner
472,141,145,Beginner
473,141,180,Advanced
474,141,83,Advanced
475,141,121,Intermediate
476,141,57,Intermediate
477,141,157,Beginner
478,142,25,Intermediate
479,142,102,Beginner
480,142,64,Intermediate
481,142,33,Intermediate
482,143,174,Advanced
483,143,120,Intermediate
484,143,9,Advanced
485,144,128,Intermediate
486,144,62,Advanced
487,145,113,Beginner
488,145,168,Intermediate
489,145,7,Beginner
490,145,63,Intermediate
491,145,174,Advanced
492,145,147,Beginner
493,146,160,Intermediate
494,146,126,Intermediate
495,146,84,Beginner
496,146,70,Intermediate
497,146,150,Advanced
498,146,62,Advanced
499,147,99,Intermediate
500,147,100,Intermediate
501,147,16,Beginner
502,147,172,Beginner
503,147,133,Intermediate
504,148,129,Advanced
505,149,78,Intermediate
506,149,131,Beginner
507,149,34,Beginner
508,150,84,Intermediate
509,150,118,Intermediate
510,150,108,Intermediate
511,151,36,Advanced
512,151,126,Beginner
513,152,61,Advanced
514,152,149,Intermediate
515,153,148,Advanced
516,154,8,Beginner
517,154,21,Beginner
518,155,81,Advanced
519,155,69,Intermediate
520,155,176,Advanced
521,155,74,Advanced
522,156,108,Advanced
523,157,67,Advanced
524,157,153,Advanced
525,157,160,Intermediate
526,157,112,Advanced
527,158,125,Advanced
528,158,58,Beginner
529,158,57,Intermediate
530,158,128,Advanced
531,158,5,Intermediate
532,158,198,Beginner
533,159,41,Beginner
534,159,179,Advanced
535,160,116,Intermediate
536,160,23,Advanced
537,161,193,Advanced
538,161,34,Advanced
539,161,71,Advanced
540,161,129,Intermediate
541,161,111,Advanced
542,162,123,Advanced
543,162,137,Beginner
544,162,4,Beginner
545,163,5,Advanced
546,163,192,Advanced
547,163,90,Intermediate
548,163,91,Advanced
549,163,55,Advanced
550,163,145,Intermediate
551,164,8,Beginner
552,164,143,Intermediate
553,164,189,Beginner
554,165,149,Intermediate
555,165,46,Advanced
556,165,105,Advanced
557,165,43,Advanced
558,165,126,Intermediate
559,165,58,Intermediate
560,166,136,Intermediate
561,166,138,Intermediate
562,166,184,Advanced
563,166,46,Intermediate
564,166,52,Advanced
565,166,83,Advanced
566,167,33,Intermediate
567,167,153,Intermediate
568,167,40,Beginner
569,167,108,Advanced
570,167,100,Advanced
571,168,149,Beginner
572,168,14,Intermediate
573,168,59,Advanced
574,168,117,Intermediate
575,168,57,Intermediate
576,168,87,Advanced
577,169,148,Advanced
578,169,164,Advanced
579,169,80,Advanced
580,170,43,Beginner
581,170,144,Intermediate
582,170,84,Intermediate
583,170,156,Beginner
584,171,2,Beginner
585,171,3,Beginner
586,171,102,Advanced
587,171,104,Beginner
588,171,158,Advanced
589,171,139,Intermediate
590,172,196,Advanced
591,172,189,Beginner
592,172,193,Intermediate
593,172,86,Beginner
594,172,165,Advanced
595,173,160,Intermediate
596,173,72,Advanced
597,174,184,Intermediate
598,174,26,Intermediate
599,174,21,Intermediate
600,174,19,Intermediate
601,174,148,Advanced
602,174,197,Advanced
603,175,82,Beginner
604,175,200,Advanced
605,175,133,Intermediate
606,175,75,Advanced
607,175,134,Beginner
608,176,1,Advanced
609,177,4,Advanced
610,177,24,Intermediate
611,177,141,Advanced
612,178,163,Beginner
613,178,171,Beginner
614,178,120,Advanced
615,178,86,Intermediate
616,178,181,Intermediate
617,178,139,Advanced
618,179,91,Intermediate
619,180,64,Beginner
620,181,189,Beginner
621,182,95,Intermediate
622,182,8,Intermediate
623,183,49,Intermediate
624,183,136,Advanced
625,184,103,Beginner
626,184,72,Advanced
627,185,154,Advanced
628,185,99,Intermediate
629,185,63,Beginner
630,186,149,Advanced
631,187,98,Intermediate
632,187,20,Beginner
633,187,81,Advanced
634,187,90,Advanced
635,187,99,Intermediate
636,188,26,Advanced
637,188,158,Intermediate
638,188,155,Advanced
639,189,99,Beginner
640,189,92,Advanced
641,189,100,Beginner
642,189,3,Advanced
643,189,136,Beginner
644,189,37,Intermediate
645,190,120,Advanced
646,190,174,Intermediate
647,190,156,Advanced
648,191,9,Beginner
649,191,54,Beginner
650,191,168,Advanced
651,191,18,Advanced
652,192,89,Beginner
653,192,188,Intermediate
654,192,74,Intermediate
655,192,110,Beginner
656,192,125,Beginner
657,192,11,Advanced
658,193,46,Intermediate
659,193,40,Beginner
660,193,21,Intermediate
661,193,22,Advanced
662,193,166,Advanced
663,194,96,Intermediate
664,194,29,Intermediate
665,194,35,Advanced
666,194,17,Intermediate
667,195,33,Intermediate
668,195,72,Beginner
669,195,159,Intermediate
670,196,143,Intermediate
671,196,147,Advanced
672,196,51,Intermediate
673,197,70,Advanced
674,197,140,Intermediate
675,197,60,Beginner
676,197,62,Beginner
677,197,101,Beginner
678,197,166,Intermediate
679,198,160,Advanced
680,198,49,Intermediate
681,198,120,Intermediate
682,198,99,Advanced
683,198,68,Beginner
684,198,73,Beginner
685,199,131,Beginner
686,199,149,Beginner
687,199,64,Intermediate
688,200,50,Beginner
689,201,190,Beginner
690,201,50,Advanced
691,201,174,Advanced
692,202,12,Advanced
693,203,180,Intermediate
694,203,197,Intermediate
695,204,17,Advanced
696,204,139,Beginner
697,204,172,Advanced
698,204,76,Intermediate
699,205,135,Advanced
700,205,81,Beginner
701,205,3,Intermediate
702,205,75,Beginner
703,206,82,Beginner
704,206,34,Beginner
705,206,166,Intermediate
706,207,153,Advanced
707,207,161,Intermediate
708,207,35,Intermediate
709,207,178,Intermediate
710,208,154,Advanced
711,208,63,Beginner
712,208,78,Beginner
713,208,36,Beginner
714,209,40,Beginner
715,209,110,Beginner
716,209,122,Advanced
717,209,54,Beginner
718,210,135,Advanced
719,210,111,Advanced
720,211,170,Beginner
721,212,92,Advanced
722,212,14,Beginner
723,212,94,Advanced
724,212,121,Intermediate
725,212,199,Advanced
726,212,56,Beginner
727,213,66,Beginner
728,213,34,Advanced
729,213,89,Advanced
730,213,161,Beginner
731,214,135,Intermediate
732,214,1,Beginner
733,214,65,Advanced
734,215,179,Advanced
735,215,200,Advanced
736,216,15,Beginner
737,217,137,Advanced
738,217,151,Advanced
739,217,172,Beginner
740,218,180,Beginner
741,219,174,Beginner
742,219,178,Intermediate
743,219,110,Beginner
744,219,45,Intermediate
745,219,66,Advanced
746,219,16,Intermediate
747,220,193,Beginner
748,220,197,Beginner
749,220,48,Beginner
750,220,59,Advanced
751,220,119,Advanced
752,221,59,Intermediate
753,221,7,Beginner
754,221,117,Beginner
755,221,146,Intermediate
756,222,119,Intermediate
757,222,168,Beginner
758,222,69,Beginner
759,223,132,Intermediate
760,223,122,Advanced
761,223,29,Intermediate
762,223,28,Advanced
763,223,88,Advanced
764,224,77,Advanced
765,224,6,Beginner
766,224,16,Advanced
767,224,51,Beginner
768,224,70,Beginner
769,225,50,Advanced
770,225,136,Beginner
771,225,196,Advanced
772,226,41,Advanced
773,226,25,Intermediate
774,226,199,Beginner
775,226,101,Advanced
776,227,183,Beginner
777,227,192,Advanced
778,227,32,Intermediate
779,227,197,Intermediate
780,228,148,Beginner
781,229,89,Intermediate
782,229,133,Beginner
783,230,40,Advanced
784,230,196,Beginner
785,230,174,Beginner
786,231,25,Advanced
787,232,142,Beginner
788,232,13,Advanced
789,232,27,Beginner
790,232,21,Intermediate
791,232,38,Intermediate
792,232,51,Beginner
793,233,137,Advanced
794,234,144,Advanced
795,234,147,Advanced
796,234,166,Beginner
797,234,161,Advanced
798,234,127,Beginner
799,234,48,Advanced
800,235,122,Advanced
801,235,93,Beginner
802,235,8,Beginner
803,235,154,Beginner
804,236,17,Advanced
805,236,97,Advanced
806,236,115,Advanced
807,236,131,Advanced
808,236,165,Intermediate
809,237,96,Advanced
810,237,179,Beginner
811,237,20,Intermediate
812,237,192,Advanced
813,238,193,Intermediate
814,238,39,Beginner
815,238,179,Beginner
816,239,139,Beginner
817,240,86,Intermediate
818,240,129,Intermediate
819,241,190,Advanced
820,241,180,Beginner
821,241,152,Beginner
822,241,15,Advanced
823,242,38,Intermediate
824,242,146,Beginner
825,242,70,Intermediate
826,242,1,Advanced
827,242,130,Advanced
828,242,111,Beginner
829,243,74,Beginner
830,243,155,Intermediate
831,243,85,Intermediate
832,244,175,Advanced
833,244,112,Intermediate
834,245,160,Advanced
835,245,22,Beginner
836,245,133,Beginner
837,245,168,Intermediate
838,245,19,Advanced
839,246,148,Advanced
840,246,33,Beginner
841,246,62,Advanced
842,247,64,Advanced
843,247,111,Advanced
844,247,187,Beginner
845,247,74,Advanced
846,248,21,Intermediate
847,248,34,Beginner
848,248,186,Advanced
849,249,31,Beginner
850,249,9,Intermediate
851,249,116,Beginner
852,249,137,Intermediate
853,249,118,Advanced
854,250,166,Beginner
855,250,17,Intermediate
856,250,98,Advanced
857,250,197,Intermediate
858,250,94,Beginner
859,250,131,Intermediate
860,251,34,Intermediate
861,251,159,Intermediate
862,251,44,Intermediate
863,251,91,Advanced
864,251,57,Advanced
865,251,199,Advanced
866,252,32,Intermediate
867,252,116,Advanced
868,252,138,Intermediate
869,252,170,Beginner
870,252,175,Intermediate
871,253,41,Intermediate
872,253,187,Advanced
873,254,86,Advanced
874,255,16,Intermediate
875,255,186,Beginner
876,256,40,Beginner
877,257,130,Advanced
878,257,88,Intermediate
879,257,143,Intermediate
880,258,10,Intermediate
881,258,184,Intermediate
882,258,62,Intermediate
883,259,173,Intermediate
884,259,33,Beginner
885,259,44,Beginner
886,260,22,Intermediate
887,260,192,Beginner
888,260,143,Beginner
889,261,5,Intermediate
890,262,122,Intermediate
891,263,20,Advanced
892,264,44,Beginner
893,264,39,Beginner
894,264,143,Beginner
895,264,113,Beginner
896,265,158,Intermediate
897,265,48,Advanced
898,265,77,Beginner
899,265,114,Beginner
900,265,68,Advanced
901,265,41,Advanced
902,266,86,Advanced
903,266,8,Beginner
904,267,126,Intermediate
905,267,73,Beginner
906,267,153,Advanced
907,267,51,Intermediate
908,267,104,Advanced
909,267,111,Beginner
910,268,94,Advanced
911,268,119,Intermediate
912,268,156,Intermediate
913,268,98,Beginner
914,268,105,Intermediate
915,269,117,Advanced
916,269,38,Beginner
917,269,61,Intermediate
918,269,79,Advanced
919,269,88,Beginner
920,270,113,Beginner
921,270,175,Advanced
922,270,15,Intermediate
923,270,103,Advanced
924,271,106,Intermediate
925,271,54,Beginner
926,271,165,Beginner
927,272,115,Intermediate
928,272,190,Intermediate
929,272,72,Beginner
930,273,155,Intermediate
931,273,51,Intermediate
932,274,102,Advanced
933,274,99,Beginner
934,274,110,Advanced
935,274,78,Intermediate
936,274,90,Advanced
937,275,18,Advanced
938,275,58,Advanced
939,275,180,Advanced
940,275,69,Beginner
941,276,66,Advanced
942,276,97,Intermediate
943,276,36,Beginner
944,276,8,Intermediate
945,276,193,Beginner
946,277,2,Beginner
947,277,135,Beginner
948,277,191,Advanced
949,277,139,Beginner
950,277,103,Intermediate
951,277,60,Beginner
952,278,115,Advanced
953,279,49,Intermediate
954,279,80,Beginner
955,279,82,Beginner
956,279,58,Beginner
957,279,67,Advanced
958,280,70,Intermediate
959,280,54,Intermediate
960,280,115,Beginner
961,280,11,Intermediate
962,280,49,Beginner
963,280,185,Beginner
964,281,156,Intermediate
965,282,200,Intermediate
966,282,141,Beginner
967,283,75,Advanced
968,284,69,Beginner
969,284,173,Intermediate
970,284,196,Advanced
971,285,46,Intermediate
972,285,45,Advanced
973,286,54,Advanced
974,286,41,Beginner
975,287,3,Intermediate
976,287,196,Intermediate
977,288,156,Advanced
978,288,196,Advanced
979,288,120,Intermediate
980,288,83,Advanced
981,288,40,Advanced
982,289,147,Advanced
983,289,13,Beginner
984,289,6,Intermediate
985,289,153,Intermediate
986,290,108,Intermediate
987,290,163,Beginner
988,291,93,Advanced
989,291,87,Advanced
990,291,126,Intermediate
991,291,78,Beginner
992,292,106,Advanced
993,292,83,Intermediate
994,292,167,Beginner
995,292,172,Intermediate
996,292,76,Beginner
997,292,134,Beginner
998,293,41,Advanced
999,294,162,Advanced
1000,294,173,Intermediate
1001,294,51,Intermediate
1002,294,117,Beginner
1003,294,26,Beginner
1004,294,109,Beginner
1005,295,166,Advanced
1006,295,66,Intermediate
1007,295,89,Intermediate
1008,296,61,Beginner
1009,296,36,Advanced
1010,296,19,Advanced
1011,296,110,Beginner
1012,297,25,Advanced
1013,297,54,Advanced
1014,297,48,Intermediate
1015,297,7,Beginner
1016,297,76,Advanced
1017,297,83,Advanced
1018,298,174,Beginner
1019,298,23,Beginner
1020,299,112,Intermediate
1021,299,48,Advanced
1022,299,40,Intermediate
1023,299,57,Intermediate
1024,299,69,Beginner
1025,299,136,Intermediate
1026,300,174,Intermediate
1027,300,67,Beginner
1028,300,66,Advanced
1029,300,81,Intermediate
1030,300,24,Advanced
1031,300,185,Advanced
1032,301,149,Intermediate
1033,301,128,Intermediate
1034,302,93,Beginner
1035,302,4,Beginner
1036,302,34,Intermediate
1037,303,132,Beginner
1038,303,67,Beginner
1039,303,190,Beginner
1040,303,77,Intermediate
1041,304,87,Beginner
1042,305,145,Advanced
1043,305,161,Intermediate
1044,305,187,Beginner
1045,305,196,Advanced
1046,305,89,Intermediate
1047,306,41,Intermediate
1048,306,28,Intermediate
1049,307,122,Advanced
1050,307,45,Advanced
1051,307,180,Intermediate
1052,307,88,Advanced
1053,308,139,Beginner
1054,308,136,Advanced
1055,308,56,Intermediate
1056,308,94,Intermediate
1057,309,17,Beginner
1058,309,158,Beginner
1059,309,152,Advanced
1060,309,101,Advanced
1061,309,28,Intermediate
1062,310,95,Intermediate
1063,310,193,Beginner
1064,310,177,Intermediate
1065,310,160,Advanced
1066,310,78,Intermediate
1067,310,62,Beginner
1068,311,99,Beginner
1069,311,143,Advanced
1070,311,166,Beginner
1071,312,15,Intermediate
1072,312,6,Intermediate
1073,312,37,Beginner
1074,313,124,Intermediate
1075,313,109,Intermediate
1076,313,191,Intermediate
1077,313,57,Beginner
1078,314,7,Intermediate
1079,314,187,Intermediate
1080,315,186,Advanced
1081,315,122,Intermediate
1082,315,147,Beginner
1083,315,142,Intermediate
1084,315,156,Advanced
1085,315,83,Advanced
1086,316,91,Advanced
1087,316,184,Beginner
1088,316,88,Intermediate
1089,316,171,Advanced
1090,316,193,Advanced
1091,317,199,Beginner
1092,317,3,Intermediate
1093,318,152,Intermediate
1094,318,39,Beginner
1095,318,29,Intermediate
1096,318,88,Advanced
1097,318,87,Intermediate
1098,318,84,Beginner
1099,319,58,Beginner
1100,319,15,Advanced
1101,319,59,Advanced
1102,319,54,Intermediate
1103,319,31,Advanced
1104,320,136,Intermediate
1105,320,23,Beginner
1106,320,113,Advanced
1107,321,164,Beginner
1108,321,145,Advanced
1109,321,112,Intermediate
1110,321,3,Advanced
1111,321,179,Intermediate
1112,322,43,Intermediate
1113,322,157,Intermediate
1114,322,6,Intermediate
1115,322,27,Intermediate
1116,323,172,Intermediate
1117,323,47,Beginner
1118,323,162,Beginner
1119,323,161,Advanced
1120,323,36,Beginner
1121,324,10,Intermediate
1122,324,113,Intermediate
1123,324,32,Beginner
1124,324,172,Intermediate
1125,324,138,Intermediate
1126,324,85,Intermediate
1127,325,35,Intermediate
1128,325,158,Intermediate
1129,325,44,Beginner
1130,325,182,Intermediate
1131,326,60,Beginner
1132,326,75,Beginner
1133,327,57,Advanced
1134,328,174,Advanced
1135,329,71,Advanced
1136,330,33,Beginner
1137,330,49,Beginner
1138,331,118,Intermediate
1139,331,39,Advanced
1140,331,112,Beginner
1141,331,93,Intermediate
1142,332,168,Intermediate
1143,332,58,Advanced
1144,333,64,Intermediate
1145,333,94,Advanced
1146,333,143,Beginner
1147,333,99,Intermediate
1148,333,47,Intermediate
1149,334,71,Intermediate
1150,334,128,Advanced
1151,334,67,Advanced
1152,334,96,Beginner
1153,334,122,Beginner
1154,334,118,Intermediate
1155,335,177,Intermediate
1156,335,47,Intermediate
1157,335,91,Intermediate
1158,336,103,Advanced
1159,336,134,Intermediate
1160,336,111,Beginner
1161,336,33,Beginner
1162,337,198,Intermediate
1163,337,26,Intermediate
1164,338,118,Advanced
1165,338,193,Beginner
1166,338,28,Intermediate
1167,339,83,Advanced
1168,339,199,Intermediate
1169,339,37,Intermediate
1170,339,101,Advanced
1171,339,59,Advanced
1172,339,132,Beginner
1173,340,144,Advanced
1174,341,126,Beginner
1175,341,58,Advanced
1176,341,102,Advanced
1177,341,115,Intermediate
1178,341,2,Beginner
1179,341,120,Intermediate
1180,342,152,Advanced
1181,342,60,Beginner
1182,342,118,Advanced
1183,342,94,Beginner
1184,342,115,Beginner
1185,343,92,Advanced
1186,343,54,Advanced
1187,344,184,Intermediate
1188,344,150,Advanced
1189,344,132,Advanced
1190,344,164,Advanced
1191,345,141,Beginner
1192,345,4,Advanced
1193,346,131,Advanced
1194,346,77,Intermediate
1195,346,3,Advanced
1196,347,89,Advanced
1197,347,19,Advanced
1198,347,172,Intermediate
1199,347,75,Beginner
1200,347,129,Advanced
1201,348,171,Beginner
1202,348,99,Intermediate
1203,348,23,Intermediate
1204,349,159,Intermediate
1205,349,111,Beginner
1206,349,89,Advanced
1207,349,176,Beginner
1208,349,189,Intermediate
1209,349,163,Advanced
1210,350,93,Intermediate
1211,350,152,Beginner
1212,351,16,Beginner
1213,352,87,Intermediate
