userId,courseId,progressStatus,last_updated,modulesCompleted
12,197,completed,2024-10-06 04:51:00.000,9
12,236,in_progress,2024-08-16 12:47:26.000,3
12,236,in_progress,2024-09-06 23:11:35.000,5
12,236,in_progress,2024-09-13 19:06:37.000,21
12,236,in_progress,2024-09-17 12:05:18.000,26
12,236,in_progress,2024-09-23 12:22:41.000,27
14,255,in_progress,2024-01-08 08:28:05.000,13
14,255,in_progress,2024-03-30 19:45:27.000,14
14,255,completed,2024-09-17 04:33:50.000,17
14,378,in_progress,2023-09-01 16:16:46.000,13
14,378,in_progress,2024-02-19 21:29:57.000,15
14,378,completed,2024-05-21 12:43:42.000,16
14,316,completed,2024-01-26 22:11:11.000,6
15,282,in_progress,2024-05-16 15:59:00.000,7
15,282,in_progress,2024-06-19 13:31:49.000,11
15,282,in_progress,2024-08-11 00:44:46.000,12
15,282,completed,2024-09-13 12:58:21.000,13
16,168,in_progress,2024-05-21 22:18:10.000,6
16,168,in_progress,2024-08-15 22:26:33.000,15
16,168,in_progress,2024-09-23 07:42:51.000,16
16,168,completed,2024-10-01 18:42:17.000,17
16,228,in_progress,2024-09-15 05:27:06.000,8
16,228,in_progress,2024-09-17 10:47:08.000,11
16,228,in_progress,2024-10-07 01:15:48.000,15
16,228,in_progress,2024-10-07 03:25:49.000,16
16,228,in_progress,2024-10-07 06:24:09.000,19
16,178,in_progress,2024-02-28 10:54:43.000,5
16,178,in_progress,2024-08-09 15:19:16.000,14
16,178,in_progress,2024-09-30 07:41:45.000,15
16,178,completed,2024-10-05 15:27:44.000,17
17,75,in_progress,2024-03-29 04:56:14.000,20
17,75,in_progress,2024-08-08 05:50:00.000,26
17,75,in_progress,2024-09-19 03:42:36.000,27
17,75,completed,2024-09-23 01:03:16.000,28
17,121,in_progress,2024-09-06 14:31:54.000,3
17,121,in_progress,2024-09-08 03:16:37.000,4
17,121,in_progress,2024-10-06 02:59:15.000,10
17,121,completed,2024-10-06 07:40:40.000,11
17,65,in_progress,2024-05-19 03:51:14.000,5
17,65,completed,2024-06-22 04:39:27.000,6
20,97,in_progress,2023-08-15 22:10:39.000,8
20,97,in_progress,2024-06-07 11:02:34.000,9
20,97,completed,2024-07-04 20:33:03.000,15
20,309,in_progress,2024-07-10 10:43:17.000,1
20,309,in_progress,2024-09-14 18:39:57.000,2
20,309,in_progress,2024-09-26 15:50:52.000,7
20,309,in_progress,2024-10-05 21:29:40.000,10
20,309,completed,2024-10-05 22:10:23.000,11
22,285,in_progress,2024-03-02 04:04:45.000,1
22,285,in_progress,2024-06-06 15:50:48.000,3
22,285,completed,2024-06-26 14:43:40.000,5
22,49,in_progress,2023-10-16 23:43:26.000,27
22,49,in_progress,2023-12-15 20:20:08.000,29
22,49,completed,2024-06-14 00:23:49.000,30
22,39,in_progress,2024-08-25 07:42:32.000,3
22,39,completed,2024-09-23 18:36:23.000,18
23,373,in_progress,2024-09-21 11:18:52.000,0
23,373,completed,2024-10-07 04:44:49.000,15
25,232,in_progress,2024-08-31 07:41:21.000,0
25,232,in_progress,2024-09-03 00:57:51.000,1
25,232,in_progress,2024-09-16 13:00:49.000,2
25,232,in_progress,2024-09-22 14:32:08.000,23
25,232,completed,2024-09-29 13:04:19.000,24
25,349,in_progress,2024-05-22 02:26:57.000,2
25,349,in_progress,2024-09-03 09:08:42.000,3
25,349,in_progress,2024-10-01 16:01:09.000,4
25,349,completed,2024-10-06 15:35:02.000,5
26,148,in_progress,2023-12-28 09:35:39.000,13
26,148,in_progress,2023-12-31 09:15:04.000,19
26,148,in_progress,2024-06-05 10:03:27.000,20
26,148,completed,2024-09-02 15:16:12.000,21
27,142,in_progress,2024-09-17 04:52:40.000,12
27,142,in_progress,2024-10-04 18:22:03.000,20
27,142,in_progress,2024-10-04 23:49:43.000,21
27,142,completed,2024-10-06 05:58:24.000,23
29,145,in_progress,2024-08-15 03:07:07.000,17
29,145,in_progress,2024-09-25 21:56:23.000,19
29,145,completed,2024-10-06 03:35:49.000,20
30,366,in_progress,2024-07-03 05:25:58.000,8
30,366,in_progress,2024-07-05 18:17:50.000,10
30,366,in_progress,2024-09-02 08:19:04.000,13
30,366,in_progress,2024-09-21 11:06:24.000,14
30,366,in_progress,2024-09-26 01:06:52.000,15
30,130,in_progress,2024-06-04 15:18:50.000,3
30,130,in_progress,2024-08-26 06:25:02.000,7
30,130,in_progress,2024-09-25 07:00:01.000,8
30,130,completed,2024-10-01 04:16:06.000,11
30,259,in_progress,2023-04-14 21:23:18.000,5
30,259,in_progress,2024-07-25 07:04:28.000,8
30,259,in_progress,2024-08-22 04:28:49.000,9
30,259,completed,2024-09-27 22:12:56.000,10
31,288,in_progress,2024-08-14 15:22:38.000,16
31,288,in_progress,2024-09-19 09:15:03.000,20
31,288,completed,2024-10-03 17:48:06.000,21
31,158,completed,2024-06-27 01:02:19.000,8
32,99,in_progress,2024-05-23 20:20:39.000,5
32,99,in_progress,2024-07-31 16:13:14.000,6
32,99,in_progress,2024-08-20 10:41:48.000,8
32,99,in_progress,2024-09-06 03:11:15.000,9
32,99,completed,2024-10-06 18:21:22.000,10
32,159,in_progress,2024-09-22 13:55:05.000,2
32,159,in_progress,2024-09-29 13:17:25.000,3
32,159,in_progress,2024-10-02 15:40:56.000,6
32,159,in_progress,2024-10-06 20:25:10.000,7
32,159,completed,2024-10-07 02:31:02.000,9
32,205,in_progress,2024-06-18 22:07:49.000,11
32,205,in_progress,2024-09-30 16:11:05.000,12
32,205,in_progress,2024-10-02 22:49:17.000,23
32,205,completed,2024-10-05 23:14:21.000,26
33,46,in_progress,2024-09-22 18:19:29.000,6
33,46,in_progress,2024-09-26 15:27:52.000,7
33,46,in_progress,2024-10-05 16:13:26.000,8
33,46,in_progress,2024-10-06 21:36:54.000,9
33,46,in_progress,2024-10-07 02:43:57.000,10
34,379,in_progress,2023-09-21 06:46:19.000,1
34,379,in_progress,2024-03-02 06:50:40.000,9
34,379,in_progress,2024-08-25 02:32:11.000,16
34,379,completed,2024-08-26 19:19:13.000,17
34,233,in_progress,2024-09-09 13:18:30.000,15
34,233,in_progress,2024-09-22 14:52:32.000,18
34,233,completed,2024-10-06 02:04:46.000,19
35,334,in_progress,2023-03-28 02:03:43.000,1
35,334,in_progress,2023-07-17 22:46:55.000,2
35,334,in_progress,2024-08-02 19:39:45.000,5
35,334,in_progress,2024-09-04 23:15:20.000,6
35,334,completed,2024-09-23 13:47:27.000,8
35,22,in_progress,2024-07-12 02:17:26.000,4
35,22,in_progress,2024-07-22 20:21:45.000,5
35,22,completed,2024-07-26 21:01:43.000,9
35,287,in_progress,2023-07-29 15:00:18.000,2
35,287,in_progress,2024-07-23 03:39:22.000,5
35,287,completed,2024-09-21 13:51:21.000,6
38,4,in_progress,2023-09-13 12:45:26.000,16
38,4,completed,2023-10-13 00:21:48.000,30
38,384,completed,2023-07-25 16:44:54.000,9
39,26,in_progress,2024-07-07 03:56:46.000,6
39,26,in_progress,2024-08-09 13:43:16.000,12
39,26,completed,2024-08-26 15:17:17.000,13
39,192,in_progress,2024-07-16 12:59:38.000,2
39,192,in_progress,2024-07-20 04:42:39.000,9
39,192,in_progress,2024-07-21 19:12:26.000,11
39,192,completed,2024-08-07 11:52:01.000,13
39,193,in_progress,2024-09-13 08:44:00.000,11
39,193,in_progress,2024-10-01 06:25:20.000,13
39,193,in_progress,2024-10-06 17:59:28.000,18
39,193,completed,2024-10-06 17:59:54.000,20
40,108,in_progress,2024-08-18 17:31:01.000,2
40,108,in_progress,2024-09-25 04:37:48.000,4
40,108,in_progress,2024-10-05 19:57:09.000,14
40,108,in_progress,2024-10-05 21:34:50.000,21
40,108,in_progress,2024-10-06 06:54:28.000,23
40,291,in_progress,2024-07-22 01:27:51.000,0
40,291,in_progress,2024-08-06 14:02:01.000,10
40,291,in_progress,2024-09-12 23:14:07.000,12
40,291,completed,2024-09-13 23:08:48.000,14
40,304,completed,2024-10-02 21:38:56.000,9
41,7,in_progress,2024-09-18 02:32:20.000,2
41,7,in_progress,2024-09-27 15:22:57.000,6
41,7,in_progress,2024-09-29 02:56:28.000,13
41,7,in_progress,2024-10-06 04:33:45.000,15
41,7,in_progress,2024-10-06 13:20:41.000,21
41,37,in_progress,2024-09-14 21:13:06.000,13
41,37,in_progress,2024-09-18 18:30:29.000,15
41,37,in_progress,2024-09-23 21:17:38.000,20
41,37,completed,2024-10-02 19:18:35.000,24
42,350,in_progress,2024-09-02 14:13:16.000,6
42,350,in_progress,2024-09-16 07:07:45.000,7
42,350,completed,2024-09-16 15:32:27.000,8
42,48,in_progress,2024-09-20 13:26:19.000,1
42,48,in_progress,2024-09-30 21:30:01.000,4
42,48,completed,2024-10-03 00:49:36.000,7
45,216,in_progress,2024-08-30 14:49:28.000,3
45,216,completed,2024-09-18 23:23:29.000,7
47,321,in_progress,2024-08-27 23:42:38.000,3
47,321,in_progress,2024-09-20 22:35:35.000,12
47,321,in_progress,2024-10-05 22:20:48.000,18
47,321,completed,2024-10-06 09:16:59.000,20
47,70,in_progress,2024-08-21 22:23:45.000,16
47,70,completed,2024-08-30 05:05:27.000,17
48,286,completed,2024-06-19 06:04:41.000,9
49,161,in_progress,2024-01-21 22:55:40.000,2
49,161,in_progress,2024-08-08 07:53:44.000,6
49,161,in_progress,2024-08-11 22:07:43.000,7
49,161,in_progress,2024-09-11 13:51:49.000,8
49,161,in_progress,2024-09-18 05:22:40.000,15
50,90,in_progress,2024-09-08 07:50:31.000,23
50,90,in_progress,2024-10-06 19:02:45.000,28
50,90,completed,2024-10-07 00:55:33.000,29
50,16,in_progress,2024-10-05 11:25:34.000,16
50,16,completed,2024-10-07 04:36:05.000,17
51,245,in_progress,2024-08-17 23:08:06.000,1
51,245,in_progress,2024-09-12 19:12:13.000,2
51,245,in_progress,2024-09-22 16:42:56.000,3
51,245,completed,2024-10-04 06:26:11.000,9
52,156,in_progress,2024-03-23 22:27:44.000,0
52,156,in_progress,2024-05-23 23:41:19.000,1
52,156,in_progress,2024-06-02 18:24:22.000,2
52,156,in_progress,2024-06-23 04:10:46.000,5
52,156,completed,2024-08-06 11:08:26.000,6
52,400,in_progress,2024-06-15 13:46:34.000,7
52,400,in_progress,2024-09-07 08:41:42.000,25
52,400,in_progress,2024-09-16 11:19:05.000,27
52,400,completed,2024-10-02 18:02:37.000,30
52,65,in_progress,2024-08-13 23:57:59.000,1
52,65,in_progress,2024-08-28 07:13:37.000,5
52,65,completed,2024-10-03 00:29:06.000,6
53,386,in_progress,2024-10-04 16:44:00.000,6
53,386,in_progress,2024-10-05 01:39:11.000,8
53,386,completed,2024-10-06 19:11:35.000,9
54,328,in_progress,2024-09-24 02:01:57.000,6
54,328,in_progress,2024-10-01 20:44:56.000,16
54,328,completed,2024-10-02 16:19:20.000,17
56,326,in_progress,2024-08-03 00:25:26.000,1
56,326,in_progress,2024-09-09 02:24:39.000,3
56,326,in_progress,2024-09-28 15:57:57.000,5
56,326,in_progress,2024-10-05 17:10:40.000,6
56,326,completed,2024-10-06 13:47:29.000,7
56,190,in_progress,2024-07-28 13:16:56.000,13
56,190,in_progress,2024-08-27 00:47:29.000,15
56,190,in_progress,2024-08-28 18:23:56.000,20
56,190,in_progress,2024-08-31 00:37:45.000,21
56,190,completed,2024-09-26 19:28:59.000,22
57,44,in_progress,2024-09-15 08:41:01.000,2
57,44,completed,2024-09-16 10:37:30.000,5
57,87,in_progress,2024-09-17 06:30:35.000,12
57,87,completed,2024-09-23 05:45:59.000,20
57,309,in_progress,2024-10-01 13:11:15.000,3
57,309,completed,2024-10-04 18:10:47.000,11
60,170,in_progress,2023-06-02 19:14:57.000,9
60,170,in_progress,2024-03-08 18:43:44.000,20
60,170,in_progress,2024-03-23 17:11:27.000,21
60,170,completed,2024-05-20 20:08:54.000,28
60,115,in_progress,2024-09-05 22:53:45.000,4
60,115,in_progress,2024-10-01 22:03:37.000,8
60,115,in_progress,2024-10-05 08:19:47.000,10
60,115,completed,2024-10-06 12:14:26.000,26
61,36,in_progress,2024-09-01 21:20:15.000,0
61,36,in_progress,2024-10-03 19:06:09.000,2
61,36,in_progress,2024-10-05 06:11:23.000,3
61,36,in_progress,2024-10-06 15:44:46.000,4
61,36,completed,2024-10-06 23:23:30.000,7
62,339,in_progress,2024-06-22 00:44:07.000,9
62,339,in_progress,2024-07-11 17:45:36.000,14
62,339,in_progress,2024-07-24 16:58:16.000,24
62,339,completed,2024-08-21 01:55:28.000,25
63,292,in_progress,2024-08-17 01:26:47.000,9
63,292,in_progress,2024-09-01 23:06:35.000,10
63,292,completed,2024-09-03 00:48:21.000,11
63,134,in_progress,2024-09-27 00:25:56.000,10
63,134,in_progress,2024-10-07 06:46:05.000,23
63,134,in_progress,2024-10-07 08:55:48.000,25
63,134,in_progress,2024-10-07 08:55:58.000,28
63,134,completed,2024-10-07 08:57:38.000,29
63,256,in_progress,2024-08-17 14:46:51.000,9
63,256,in_progress,2024-09-08 15:44:09.000,24
63,256,completed,2024-10-04 19:36:45.000,25
64,41,in_progress,2024-04-08 09:34:03.000,4
64,41,in_progress,2024-05-07 05:34:54.000,6
64,41,in_progress,2024-05-29 16:10:50.000,11
64,41,completed,2024-07-29 20:09:09.000,12
64,391,in_progress,2024-10-03 05:47:44.000,19
64,391,in_progress,2024-10-03 17:20:01.000,20
64,391,in_progress,2024-10-04 02:31:44.000,21
64,391,in_progress,2024-10-04 14:35:15.000,24
64,391,in_progress,2024-10-05 23:09:11.000,27
64,77,in_progress,2024-04-25 22:52:46.000,13
64,77,in_progress,2024-06-17 13:38:19.000,17
64,77,completed,2024-08-08 06:01:42.000,18
65,53,in_progress,2024-04-23 01:50:05.000,8
65,53,completed,2024-08-06 15:29:47.000,9
66,358,in_progress,2023-10-20 03:36:29.000,8
66,358,in_progress,2024-03-06 00:04:30.000,20
66,358,completed,2024-03-09 06:56:36.000,21
66,183,in_progress,2024-09-22 03:31:26.000,4
66,183,in_progress,2024-10-07 01:27:30.000,5
66,183,in_progress,2024-10-07 08:24:51.000,10
66,183,completed,2024-10-07 08:45:10.000,11
68,165,completed,2024-09-23 06:19:22.000,5
69,204,completed,2024-10-02 19:17:55.000,28
69,387,in_progress,2024-09-12 05:25:56.000,1
69,387,in_progress,2024-09-15 19:18:45.000,2
69,387,in_progress,2024-09-28 01:10:46.000,3
69,387,in_progress,2024-10-03 03:37:04.000,5
69,387,in_progress,2024-10-03 23:38:04.000,6
71,18,in_progress,2023-12-07 10:42:45.000,22
71,18,in_progress,2024-03-14 10:30:42.000,23
71,18,in_progress,2024-07-18 14:40:07.000,28
71,18,completed,2024-08-11 11:27:12.000,30
71,271,in_progress,2024-03-26 05:05:37.000,7
71,271,in_progress,2024-09-09 12:00:17.000,10
71,271,in_progress,2024-09-21 11:54:52.000,11
71,271,completed,2024-09-27 07:24:46.000,12
72,273,completed,2024-04-10 06:45:52.000,20
73,177,completed,2024-05-03 17:58:38.000,11
73,68,in_progress,2024-05-06 07:52:12.000,6
73,68,in_progress,2024-08-21 16:09:42.000,16
73,68,completed,2024-08-22 18:59:05.000,20
74,216,completed,2024-08-07 13:43:58.000,7
75,315,in_progress,2024-07-29 19:32:38.000,2
75,315,in_progress,2024-08-02 00:14:45.000,5
75,315,in_progress,2024-09-06 18:38:53.000,6
75,315,completed,2024-09-15 13:06:05.000,7
75,339,in_progress,2024-06-17 22:05:05.000,0
75,339,in_progress,2024-08-22 07:31:25.000,3
75,339,in_progress,2024-09-23 11:31:29.000,23
75,339,in_progress,2024-10-05 06:58:54.000,24
75,339,completed,2024-10-05 07:43:22.000,25
76,307,in_progress,2024-08-05 21:08:21.000,13
76,307,in_progress,2024-10-04 11:23:55.000,21
76,307,completed,2024-10-06 22:01:46.000,22
76,41,in_progress,2024-09-01 21:53:39.000,10
76,41,in_progress,2024-10-06 13:12:38.000,11
76,41,completed,2024-10-06 22:23:17.000,12
77,238,in_progress,2024-03-04 04:11:09.000,12
77,238,in_progress,2024-08-30 13:56:52.000,14
77,238,completed,2024-09-27 17:34:45.000,15
78,115,in_progress,2024-10-03 03:38:40.000,21
78,115,in_progress,2024-10-04 14:11:18.000,22
78,115,completed,2024-10-04 19:24:07.000,26
79,251,in_progress,2023-06-05 19:37:12.000,6
79,251,in_progress,2023-10-28 02:28:46.000,9
79,251,in_progress,2023-10-29 18:11:58.000,13
79,251,completed,2024-06-09 10:40:05.000,15
79,23,in_progress,2023-12-09 12:47:12.000,2
79,23,in_progress,2024-09-02 10:54:55.000,10
79,23,in_progress,2024-09-11 08:51:54.000,11
79,23,completed,2024-10-04 10:01:56.000,12
79,166,in_progress,2024-08-04 03:14:10.000,10
79,166,in_progress,2024-08-15 19:26:15.000,12
79,166,in_progress,2024-08-31 21:30:35.000,14
79,166,completed,2024-09-11 08:10:09.000,15
80,205,in_progress,2024-07-25 13:56:04.000,3
80,205,in_progress,2024-08-08 21:29:06.000,15
80,205,in_progress,2024-10-02 15:40:24.000,19
80,205,in_progress,2024-10-02 23:56:43.000,20
80,205,in_progress,2024-10-07 04:40:28.000,25
80,278,in_progress,2024-08-16 18:59:29.000,2
80,278,in_progress,2024-09-04 02:23:45.000,13
80,278,completed,2024-09-10 00:47:37.000,26
82,225,in_progress,2024-08-06 21:46:08.000,15
82,225,completed,2024-08-24 04:14:35.000,27
83,286,in_progress,2023-12-25 16:22:53.000,7
83,286,completed,2024-02-22 18:48:35.000,9
84,94,in_progress,2024-09-22 18:32:22.000,1
84,94,in_progress,2024-09-23 18:24:26.000,5
84,94,completed,2024-09-24 13:37:25.000,6
84,51,in_progress,2024-09-17 02:38:52.000,18
84,51,in_progress,2024-09-22 11:31:03.000,25
84,51,in_progress,2024-09-23 01:06:16.000,27
84,51,in_progress,2024-10-04 23:43:14.000,28
84,51,completed,2024-10-07 04:43:16.000,29
85,196,in_progress,2023-10-09 01:13:38.000,7
85,196,in_progress,2024-05-30 17:19:22.000,17
85,196,in_progress,2024-06-25 06:30:28.000,20
85,196,completed,2024-07-09 04:14:49.000,21
85,40,in_progress,2024-09-24 04:54:02.000,11
85,40,in_progress,2024-10-01 18:35:47.000,16
85,40,completed,2024-10-04 02:09:30.000,17
85,17,in_progress,2023-06-25 03:00:25.000,6
85,17,in_progress,2024-08-12 13:26:42.000,8
85,17,in_progress,2024-09-13 04:07:52.000,9
85,17,in_progress,2024-09-25 22:11:40.000,13
85,17,completed,2024-09-28 22:34:30.000,14
88,233,in_progress,2024-06-05 17:01:15.000,3
88,233,in_progress,2024-06-26 09:36:30.000,12
88,233,in_progress,2024-07-28 21:53:34.000,13
88,233,in_progress,2024-08-02 18:36:25.000,18
88,233,completed,2024-10-02 09:48:37.000,19
88,67,in_progress,2024-08-10 01:43:59.000,27
88,67,in_progress,2024-09-28 09:26:21.000,28
88,67,completed,2024-09-30 16:23:35.000,29
88,112,in_progress,2024-09-06 08:24:53.000,2
88,112,in_progress,2024-10-03 21:16:50.000,21
88,112,completed,2024-10-05 11:48:13.000,22
89,288,in_progress,2024-09-11 15:33:25.000,10
89,288,in_progress,2024-09-23 00:37:27.000,20
89,288,completed,2024-10-07 06:47:37.000,21
89,162,in_progress,2024-08-08 21:59:12.000,21
89,162,in_progress,2024-08-09 18:10:59.000,23
89,162,in_progress,2024-09-21 22:40:05.000,24
89,162,completed,2024-10-07 05:25:46.000,25
91,112,in_progress,2024-08-24 22:33:40.000,20
91,112,completed,2024-09-03 08:55:22.000,22
92,335,in_progress,2024-10-03 23:55:56.000,0
92,335,in_progress,2024-10-04 17:08:20.000,15
92,335,completed,2024-10-05 00:15:48.000,22
96,135,in_progress,2024-07-11 05:34:07.000,12
96,135,in_progress,2024-08-09 21:52:30.000,22
96,135,in_progress,2024-10-01 01:17:31.000,24
96,135,completed,2024-10-04 16:52:19.000,26
97,54,in_progress,2024-08-28 00:59:31.000,17
97,54,completed,2024-09-29 11:52:36.000,20
97,277,in_progress,2023-10-26 20:24:47.000,6
97,277,in_progress,2024-08-29 11:57:56.000,10
97,277,completed,2024-09-30 05:26:38.000,14
98,298,in_progress,2024-09-05 17:32:18.000,3
98,298,in_progress,2024-09-14 01:00:26.000,4
98,298,completed,2024-10-05 07:39:26.000,5
98,353,completed,2024-08-13 17:32:39.000,6
98,266,completed,2024-09-20 13:48:00.000,5
99,76,in_progress,2024-08-01 13:08:09.000,3
99,76,completed,2024-08-24 03:34:10.000,7
99,14,in_progress,2024-05-01 22:29:47.000,4
99,14,completed,2024-08-21 17:02:37.000,5
99,99,in_progress,2024-08-06 07:05:40.000,2
99,99,in_progress,2024-08-19 12:56:43.000,3
99,99,in_progress,2024-09-14 20:53:18.000,9
99,99,completed,2024-10-02 05:40:52.000,10
100,281,in_progress,2024-10-02 15:33:20.000,6
100,281,completed,2024-10-03 02:11:05.000,7
100,201,completed,2024-09-27 16:42:43.000,10
100,366,in_progress,2024-08-25 05:24:26.000,14
100,366,in_progress,2024-09-10 20:43:33.000,15
100,366,completed,2024-09-20 07:29:47.000,16
101,22,in_progress,2024-09-11 14:10:21.000,6
101,22,in_progress,2024-10-03 20:48:54.000,8
101,22,completed,2024-10-04 23:57:27.000,9
101,18,in_progress,2024-08-23 07:06:26.000,23
101,18,in_progress,2024-09-12 07:34:40.000,26
101,18,in_progress,2024-09-27 11:10:03.000,28
101,18,completed,2024-10-04 20:31:35.000,30
103,16,in_progress,2024-07-18 05:33:27.000,10
103,16,in_progress,2024-08-18 10:20:53.000,16
103,16,completed,2024-09-08 19:25:18.000,17
103,294,in_progress,2024-07-04 04:49:16.000,3
103,294,in_progress,2024-07-18 00:58:28.000,5
103,294,in_progress,2024-09-24 00:21:05.000,9
103,294,in_progress,2024-09-28 00:23:47.000,12
103,294,in_progress,2024-10-06 13:26:59.000,14
103,81,in_progress,2024-10-05 08:56:32.000,16
103,81,completed,2024-10-06 03:28:05.000,17
104,375,in_progress,2024-09-19 12:13:18.000,5
104,375,completed,2024-09-22 22:44:00.000,7
104,127,in_progress,2024-07-09 02:37:53.000,12
104,127,in_progress,2024-09-06 20:11:50.000,22
104,127,in_progress,2024-09-22 03:12:20.000,24
104,127,in_progress,2024-10-03 12:09:46.000,27
104,127,completed,2024-10-06 09:14:30.000,28
105,147,completed,2024-08-12 23:59:50.000,8
106,19,in_progress,2023-10-21 20:23:50.000,11
106,19,in_progress,2024-01-06 01:19:02.000,21
106,19,completed,2024-01-27 05:47:10.000,26
107,185,in_progress,2024-09-04 19:38:33.000,5
107,185,in_progress,2024-10-05 06:09:49.000,26
107,185,in_progress,2024-10-05 10:19:55.000,28
107,185,completed,2024-10-06 15:28:08.000,29
107,172,in_progress,2024-06-30 21:50:30.000,16
107,172,completed,2024-07-27 13:07:49.000,18
107,212,in_progress,2024-07-31 18:57:56.000,1
107,212,in_progress,2024-08-17 09:32:29.000,10
107,212,in_progress,2024-09-28 21:56:56.000,13
107,212,in_progress,2024-10-02 17:38:16.000,14
107,212,in_progress,2024-10-03 16:12:08.000,20
108,323,in_progress,2024-04-02 12:37:47.000,9
108,323,in_progress,2024-07-25 13:13:47.000,14
108,323,completed,2024-09-15 12:22:40.000,16
109,284,in_progress,2024-08-10 03:37:58.000,1
109,284,completed,2024-09-09 05:01:20.000,5
109,150,in_progress,2024-06-14 10:35:20.000,16
109,150,in_progress,2024-06-14 17:54:17.000,20
109,150,in_progress,2024-09-04 19:07:20.000,22
109,150,in_progress,2024-09-14 21:13:05.000,24
109,150,completed,2024-10-03 17:29:05.000,27
112,104,in_progress,2024-09-11 21:56:25.000,2
112,104,in_progress,2024-09-30 07:24:45.000,8
112,104,completed,2024-10-07 02:54:55.000,9
112,2,in_progress,2023-03-06 15:45:04.000,6
112,2,in_progress,2023-11-15 21:05:00.000,19
112,2,in_progress,2024-02-14 11:08:27.000,24
112,2,in_progress,2024-09-11 14:05:39.000,26
112,2,completed,2024-10-04 04:42:54.000,27
112,349,in_progress,2023-08-10 22:00:42.000,1
112,349,in_progress,2024-03-04 05:32:17.000,4
112,349,completed,2024-08-03 22:42:31.000,5
114,143,in_progress,2024-08-16 22:16:23.000,7
